SYMBOL,dataset_corr_count
C2orf91,1
C2orf92,1
C3,2
C3AR1,1
C3orf14,1
C3orf18,1
C3orf33,4
C3orf38,6
C3orf52,3
C3orf56,1
C3orf62,3
C3orf67,3
C3orf70,2
C3orf79,1
C3orf86,3
C4orf19,1
C4orf3,5
C4orf33,1
C4orf36,2
C4orf45,1
C4orf46,5
C4orf47,6
C4orf48,2
C4orf51,1
C5AR2,1
C5orf15,5
C5orf17,1
C5orf24,7
C5orf30,3
C5orf34,5
C5orf38,2
C5orf46,1
C5orf47,3
C5orf49,1
C5orf51,3
C5orf52,1
C5orf58,1
C5orf63,1
C5orf64,1
C5orf64-AS1,2
C5orf66,1
C5orf66-AS2,1
C6orf132,2
C6orf136,6
C6orf141,1
C6orf15,1
C6orf201,1
C6orf223,1
C6orf226,4
C6orf47,1
C6orf52,4
C6orf62,7
C6orf89,3
C6orf99,5
C7,1
C7orf25,2
C7orf26,4
C7orf31,3
C7orf33,2
C7orf50,4
C7orf57,2
C7orf61,3
C7orf65,1
C7orf66,1
C7orf69,3
C7orf77,1
C8B,1
C8orf33,2
C8orf34,2
C8orf37,5
C8orf37-AS1,5
C8orf44,1
C8orf44-SGK3,4
C8orf48,2
C8orf58,3
C8orf76,3
C8orf82,3
C8orf86,5
C8orf87,1
C8orf88,2
C9,1
C9orf106,1
C9orf116,2
C9orf129,1
C9orf131,1
C9orf135,2
C9orf147,2
C9orf152,1
C9orf16,3
C9orf163,5
C9orf170,2
C9orf40,1
C9orf43,5
C9orf47,1
C9orf57,1
C9orf62,1
C9orf64,6
C9orf72,5
C9orf85,4
C9orf92,2
CA11,2
CA12,1
CA13,2
CA3-AS1,2
CA4,3
CA5A,1
CA5B,2
CA5BP1,7
CA5BP1-CA5B,1
CA6,1
CAAP1,5
CAB39,6
CAB39L,2
CABCOCO1,2
CABIN1,2
CABLES1,2
CABP1,1
CABYR,1
CACFD1,5
CACHD1,1
CACNA1A,4
CACNA1C,2
CACNA1C-AS1,1
CACNA1C-AS4,1
CACNA1C-IT3,1
CACNA1D,1
CACNA1E,1
CACNA1H,2
CACNA2D1,4
CACNA2D2,2
CACNA2D3-AS1,1
CACNA2D4,2
CACNB2,1
CACNB3,5
CACNB4,2
CACNG1,1
CACNG4,2
CACNG5,1
CACNG6,1
CACNG8,1
CACTIN,5
CACTIN-AS1,1
CACUL1,6
CACYBP,6
CAD,3
CADM1,2
CADM2,2
CADPS,2
CADPS2,4
CAGE1,4
CAHM,6
CALCOCO1,2
CALCOCO2,4
CALCRL,1
CALD1,3
CALHM2,4
CALHM5,2
CALHM6,1
CALM1,7
CALM2,6
CALML3-AS1,3
CALML4,1
CALML6,4
CALN1,1
CALR,3
CALR3,1
CALU,6
CAMK1,4
CAMK1D,1
CAMK1G,2
CAMK2A,1
CAMK2B,1
CAMK2D,8
CAMK2G,4
CAMK2N1,2
CAMK4,1
CAMKK1,1
CAMKK2,3
CAMKMT,6
CAMLG,4
CAMSAP1,2
CAMSAP2,7
CAMSAP3,1
CAMTA1,4
CAMTA1-AS2,2
CAMTA1-DT,5
CAMTA2,4
CAND1,6
CAND1.11,1
CAND2,2
CANT1,5
CANX,6
CAP1,5
CAP2,3
CAPG,2
CAPN1,3
CAPN10,1
CAPN10-DT,5
CAPN11,1
CAPN12,1
CAPN14,1
CAPN15,2
CAPN2,6
CAPN3,1
CAPN5,2
CAPN7,6
CAPN9,1
CAPNS1,7
CAPRIN1,7
CAPRIN2,3
CAPS2,1
CAPZA2,7
CAPZB,7
CARD10,3
CARD11,1
CARD14,1
CARD17,1
CARD18,1
CARD19,3
CARD6,1
CARD8,5
CARD8-AS1,5
CARF,5
CARHSP1,3
CARM1,3
CARMIL1,3
CARMIL3,1
CARMN,1
CARNMT1,5
CARNMT1-AS1,3
CARS1,5
CARS2,4
CASC1,1
CASC11,1
CASC15,1
CASC17,1
CASC18,1
CASC19,1
CASC2,3
CASC20,1
CASC21,2
CASC3,6
CASC4,5
CASC6,1
CASC8,1
CASC9,1
CASD1,5
CASK,2
CASKIN2,2
CASP1,1
CASP16P,4
CASP17P,2
CASP1P2,1
CASP2,5
CASP3,6
CASP4,4
CASP5,1
CASP6,2
CASP7,5
CASP8,2
CASP8AP2,4
CASP9,3
CASQ2,1
CASS4,2
CAST,5
CASTOR1,2
CASTOR2,1
CASTOR3,2
CASZ1,2
CAT,3
CATIP,1
CATIP-AS1,1
CATIP-AS2,1
CATSPER2,2
CATSPER2P1,3
CATSPER3,6
CATSPERB,2
CATSPERD,6
CATSPERE,5
CATSPERG,5
CATSPERZ,4
CAV1,5
CAV2,5
CAV3,2
CAVIN1,4
CAVIN2,2
CAVIN3,5
CAVIN4,1
CBFA2T2,5
CBFA2T3,1
CBFB,6
CBL,5
CBLB,3
CBLC,1
CBLL2,1
CBLN1,1
CBLN3,1
CBR1,3
CBR3-AS1,6
CBR4,5
CBSL,4
CBWD1,3
CBWD2,3
CBWD3,5
CBWD5,4
CBWD6,7
CBX1,5
CBX2,1
CBX3,6
CBX3P2,1
CBX4,4
CBX5,4
CBX6,4
CBX7,2
CBX8,3
CBY1,6
CBY3,1
CC2D1A,2
CC2D1B,5
CC2D2A,2
CC2D2B,3
CCAR1,7
CCAR2,7
CCBE1,1
CCDC102A,4
CCDC102B,1
CCDC103,6
CCDC106,3
CCDC107,6
CCDC110,1
CCDC112,2
CCDC113,1
CCDC114,1
CCDC115,5
CCDC117,6
CCDC12,4
CCDC120,2
CCDC122,1
CCDC124,5
CCDC125,2
CCDC126,5
CCDC127,4
CCDC130,6
CCDC134,6
CCDC136,3
CCDC137,2
CCDC138,4
CCDC14,4
CCDC141,1
CCDC142,5
CCDC144B,4
CCDC144NL,4
CCDC144NL-AS1,1
CCDC146,4
CCDC148,2
CCDC149,6
CCDC15,3
CCDC150,2
CCDC151,2
CCDC152,1
CCDC157,2
CCDC159,4
CCDC162P,1
CCDC163,1
CCDC167,2
CCDC168,1
CCDC169,1
CCDC169-SOHLH2,3
CCDC170,3
CCDC171,4
CCDC173,2
CCDC174,5
CCDC178,1
CCDC18,7
CCDC18-AS1,5
CCDC183,4
CCDC183-AS1,3
CCDC185,1
CCDC189,5
CCDC190,2
CCDC191,5
CCDC192,1
CCDC196,1
CCDC198,1
CCDC200,5
CCDC22,6
CCDC24,3
CCDC25,2
CCDC26,3
CCDC27,2
CCDC28A,3
CCDC28B,1
CCDC30,2
CCDC32,3
CCDC33,1
CCDC34,3
CCDC36,1
CCDC38,2
CCDC39,1
CCDC40,3
CCDC42,2
CCDC43,4
CCDC47,3
CCDC50,7
CCDC51,1
CCDC54,3
CCDC57,3
CCDC58,3
CCDC59,6
CCDC6,3
CCDC60,1
CCDC61,2
CCDC62,2
CCDC66,3
CCDC68,1
CCDC69,2
CCDC71,7
CCDC71L,6
CCDC73,1
CCDC74A,2
CCDC74B,2
CCDC77,2
CCDC80,2
CCDC81,1
CCDC82,4
CCDC83,4
CCDC84,2
CCDC85B,3
CCDC85C,5
CCDC86,1
CCDC87,3
CCDC88A,4
CCDC88C,2
CCDC9,5
CCDC90B,6
CCDC91,7
CCDC92,4
CCDC93,5
CCDC96,3
CCDC97,6
CCDC9B,5
CCHCR1,1
CCK,1
CCKAR,1
CCKBR,2
CCL1,1
CCL11,1
CCL14,1
CCL16,1
CCL2,2
CCL20,2
CCL21,1
CCL22,1
CCL28,2
CCL8,1
CCM2,1
CCM2L,1
CCN1,5
CCN2,3
CCN4,1
CCN5,2
CCN6,1
CCNA1,1
CCNA2,2
CCNB1,2
CCNB1IP1,3
CCNB2,3
CCNC,3
CCND1,1
CCND2-AS1,1
CCND3,2
CCNDBP1,1
CCNE1,1
CCNE2,2
CCNF,4
CCNG1,5
CCNG2,6
CCNH,8
CCNI,7
CCNJ,4
CCNJL,2
CCNK,2
CCNL1,7
CCNL2,3
CCNO,1
CCNQ,1
CCNT1,7
CCNT2,6
CCNT2-AS1,6
CCNY,2
CCNYL1,4
CCNYL2,1
CCNYL3,3
CCPG1,5
CCR10,1
CCR2,1
CCR3,1
CCR5AS,2
CCR7,1
CCSAP,5
CCSER1,2
CCSER2,7
CCT2,7
CCT4,7
CCT5,5
CCT6A,3
CCT6B,6
CCT6P1,4
CCT6P3,4
CCT7,7
CCT8,3
CCT8L2,1
CCZ1,2
CCZ1B,4
CD101,1
CD109,2
CD151,2
CD160,2
CD163L1,1
CD164,8
CD180,2
CD1A,1
CD1C,1
CD1D,1
CD200,2
CD207,1
CD24,2
CD244,1
CD247,2
CD27,2
CD274,3
CD276,3
CD28,1
CD2AP,5
CD2BP2,2
CD300LG,1
CD302,5
CD320,1
CD34,5
CD36,1
CD37,1
CD38,1
CD40,2
CD44,3
CD46,5
CD47,4
CD48,1
CD5,1
CD53,1
CD55,7
CD58,5
CD59,5
CD63,6
CD69,1
CD70,1
CD72,3
CD74,1
CD81-AS1,4
CD82,4
CD83,4
CD84,1
CD8B2,1
CD9,4
CD93,1
CD99,2
CD99L2,2
CD99P1,1
CDA,1
CDAN1,5
CDC14A,5
CDC14B,4
CDC16,5
CDC20,6
CDC23,5
CDC25A,3
CDC25B,3
CDC25C,1
CDC26,7
CDC27,6
CDC34,5
CDC37,2
CDC37L1,4
CDC37L1-DT,5
CDC40,6
CDC42,7
CDC42BPA,7
CDC42BPB,3
CDC42BPG,1
CDC42EP1,5
CDC42EP2,3
CDC42EP3,6
CDC42EP4,5
CDC42EP5,1
CDC42SE1,5
CDC42SE2,4
CDC5L,6
CDC6,1
CDC7,6
CDC73,7
CDCA2,4
CDCA3,6
CDCA4,5
CDCA5,6
CDCA7,2
CDCA7L,3
CDCA8,1
CDCP1,3
CDCP2,1
CDH1,1
CDH11,2
CDH12,1
CDH13,2
CDH17,1
CDH18,5
CDH2,3
CDH20,2
CDH22,1
CDH23,3
CDH24,1
CDH26,1
CDH4,1
CDH5,2
CDH6,1
CDH7,1
CDH8,1
CDH9,1
CDHR2,3
CDHR3,2
CDIP1,2
CDIPT,4
CDK1,4
CDK10,5
CDK11A,6
CDK11B,5
CDK12,7
CDK13,7
CDK14,3
CDK15,3
CDK16,5
CDK17,6
CDK18,3
CDK19,5
CDK2,3
CDK20,2
CDK2AP1,3
CDK2AP2,4
CDK3,2
CDK4,6
CDK5R1,1
CDK5R2,1
CDK5RAP1,3
CDK5RAP2,2
CDK5RAP3,3
CDK6,3
CDK6-AS1,1
CDK7,3
CDK8,6
CDK9,5
CDKAL1,4
CDKL1,4
CDKL3,7
CDKL5,4
CDKN1A,6
CDKN1B,7
CDKN1C,1
CDKN2A,1
CDKN2A-DT,1
CDKN2AIP,9
CDKN2AIPNL,3
CDKN2B,3
CDKN2B-AS1,6
CDKN2C,5
CDKN2D,2
CDKN3,2
CDNF,8
CDO1,1
CDON,3
CDPF1,4
CDR2,3
CDR2L,4
CDRT1,2
CDRT4,2
CDS1,1
CDS2,5
CDSN,1
CDT1,3
CDV3,4
CDX2,1
CDYL,2
CDYL2,2
CEACAM1,1
CEACAM16,2
CEACAM19,2
CEACAM3,1
CEBPA,1
CEBPA-DT,1
CEBPB,4
CEBPB-AS1,4
CEBPD,6
CEBPE,1
CEBPG,5
CEBPZ,5
CEBPZOS,7
CECR2,2
CECR3,1
CECR7,3
CELA2B,1
CELA3A,1
CELA3B,1
CELF1,4
CELF2,2
CELF4,1
CELSR1,3
CELSR2,1
CELSR3,1
CEMIP,1
CEMIP2,6
CENPA,4
CENPB,2
CENPBD1,5
CENPBD1P1,5
CENPC,4
CENPE,4
CENPF,4
CENPH,3
CENPI,1
CENPJ,5
CENPK,1
CENPL,1
CENPM,1
CENPN,4
CENPP,6
CENPS-CORT,5
CENPT,3
CENPU,3
CENPV,2
CENPW,1
CENPX,2
CEP104,2
CEP112,3
CEP120,4
CEP126,4
CEP128,2
CEP131,1
CEP135,4
CEP152,1
CEP162,3
CEP164,6
CEP170,5
CEP170B,2
CEP19,3
CEP192,4
CEP250,4
CEP290,4
CEP295,5
CEP350,6
CEP41,2
CEP55,2
CEP57,1
CEP57L1,6
CEP68,2
CEP70,4
CEP72,1
CEP76,7
CEP78,2
CEP83,5
CEP83-DT,6
CEP85,5
CEP85L,5
CEP89,1
CEP97,4
CEPT1,5
CER1,1
CERCAM,2
CERK,5
CERNA1,3
CERNA3,6
CERS2,6
CERS3,2
CERS3-AS1,2
CERS4,1
CERS5,5
CERS6,3
CERT1,5
CES2,2
CETN1,1
CETN3,7
CFAP100,1
CFAP126,7
CFAP157,1
CFAP161,2
CFAP20,2
CFAP221,2
CFAP298,6
CFAP299,1
CFAP300,2
CFAP36,3
CFAP410,6
CFAP43,5
CFAP45,3
CFAP46,1
CFAP53,1
CFAP54,2
CFAP57,3
CFAP61,5
CFAP69,3
CFAP70,2
CFAP74,1
CFAP77,1
CFAP97,6
CFAP97D1,1
CFAP99,1
CFB,2
CFC1,1
CFC1B,1
CFDP1,7
CFL1,5
CFL1P1,5
CFL2,7
CFLAR,7
CFLAR-AS1,2
CFTR,1
CGA,1
CGAS,4
CGGBP1,7
CGN,2
CGNL1,1
CGRRF1,3
CH17-340M24.3,1
CH25H,1
CHAC1,3
CHADL,1
CHAF1A,3
CHAF1B,4
CHAMP1,3
CHCHD1,4
CHCHD10,1
CHCHD2,5
CHCHD3,4
CHCHD4,4
CHCHD5,6
CHCHD6,3
CHCHD7,4
CHD1,7
CHD1L,6
CHD2,2
CHD3,2
CHD4,4
CHD6,2
CHD7,6
CHD8,5
CHD9,5
CHDH,3
CHEK1,5
CHEK2,6
CHEK2P2,1
CHERP,4
CHGA,1
CHGB,2
CHI3L1,1
CHI3L2,1
CHIC2,4
CHID1,5
CHIT1,6
CHKA,5
CHKB,6
CHM,3
CHMP1B,4
CHMP2A,1
CHMP2B,6
CHMP3,7
CHMP4A,5
CHMP4B,5
CHMP5,5
CHMP6,2
CHMP7,3
CHN1,4
CHN2,2
CHODL,1
CHORDC1,6
CHP1,4
CHPF2,4
CHPT1,4
CHRAC1,6
CHRDL2,2
CHRFAM7A,2
CHRM1,2
CHRM3,1
CHRM3-AS2,1
CHRNA1,2
CHRNA6,1
CHRNA7,2
CHRNB1,1
CHRNB3,1
CHRNE,1
CHROMR,5
CHST1,1
CHST10,3
CHST11,2
CHST12,3
CHST14,4
CHST15,4
CHST2,1
CHST3,3
CHST5,6
CHST6,1
CHST9,2
CHSY1,4
CHSY3,1
CHTOP,8
CHUK,5
CHURC1-FNTB,5
CIAO1,3
CIAO2A,1
CIAO2B,3
CIAO3,2
CIAPIN1,4
CIART,2
CIB1,5
CIB2,4
CIC,5
CIDEA,4
CIDEB,1
CIDECP1,5
CIITA,1
CINP,2
CIP2A,5
CIPC,3
CIRBP,5
CISD1,3
CISD2,5
CISD3,3
CISH,3
CISTR,1
CIT,3
CITED2,6
CITED4,3
CIZ1,4
CKAP2,5
CKAP2L,3
CKAP4,6
CKAP5,5
CKB,2
CKLF-CMTM1,3
CKM,1
CKMT1A,1
CKMT2,1
CKMT2-AS1,7
CKS1B,3
CKS2,6
CLASP1,7
CLASP2,6
CLASRP,5
CLBA1,5
CLCA1,2
CLCA2,2
CLCA3P,1
CLCA4,1
CLCA4-AS1,7
CLCC1,8
CLCF1,6
CLCN2,3
CLCN3,7
CLCN4,2
CLCN5,3
CLCN6,4
CLCN7,3
CLCNKA,1
CLDN1,1
CLDN10,1
CLDN10-AS1,1
CLDN11,1
CLDN12,1
CLDN14,1
CLDN15,2
CLDN16,4
CLDN20,1
CLDN23,1
CLDN24,2
CLDN3,2
CLDN4,2
CLDN5,1
CLDN7,2
CLDN8,1
CLDND1,7
CLDND2,2
CLEC10A,1
CLEC11A,1
CLEC14A,2
CLEC16A,1
CLEC18A,3
CLEC18B,4
CLEC18C,2
CLEC1A,1
CLEC2B,3
CLEC3B,2
CLEC4E,1
CLEC4GP1,1
CLEC4O,1
CLEC9A,1
CLGN,2
CLHC1,6
CLIC1,2
CLIC4,5
CLIC5,1
CLINT1,5
CLIP1,6
CLIP2,3
CLIP3,1
CLIP4,5
CLK1,7
CLK2,8
CLK3,7
CLK4,6
CLMN,2
CLMP,3
CLN3,5
CLN5,4
CLN6,5
CLN8,3
CLNK,2
CLNS1A,4
CLOCK,6
CLP1,4
CLPB,3
CLPP,5
CLPTM1,6
CLPTM1L,5
CLPX,5
CLRN2,1
CLSPN,4
CLSTN1,6
CLSTN2-AS1,1
CLSTN3,2
CLTA,3
CLTB,5
CLTC,6
CLTCL1,2
CLU,1
CLUAP1,4
CLUH,1
CLUHP3,3
CLUL1,2
CLVS1,1
CLYBL,5
CMAHP,2
CMAS,7
CMBL,1
CMC1,4
CMC2,2
CMC4,3
CMIP,1
CMKLR1,1
CMPK1,6
CMPK2,2
CMSS1,3
CMTM1,1
CMTM3,4
CMTM4,2
CMTM6,6
CMTM7,6
CMTM8,3
CMTR1,4
CMTR2,6
CMYA5,1
CNBD2,7
CNBP,5
CNDP1,1
CNDP2,3
CNEP1R1,4
CNGA1,2
CNGA4,4
CNGB1,1
CNGB3,1
CNIH1,6
CNIH3,6
CNIH4,5
CNKSR1,1
CNKSR2,1
CNKSR3,5
CNMD,1
CNN1,2
CNN2,3
CNN3,6
CNNM3,4
CNNM4,2
CNOT1,6
CNOT10,5
CNOT11,6
CNOT2,6
CNOT2-DT,6
CNOT3,7
CNOT4,5
CNOT6,6
CNOT6L,7
CNOT7,1
CNOT8,8
CNOT9,3
CNP,1
CNPPD1,7
CNPY1,1
CNPY2,5
CNPY3,5
CNPY4,2
CNR1,1
CNR2,1
CNRIP1,6
CNST,5
CNTD1,1
CNTF,1
CNTLN,4
CNTN3,1
CNTN4,1
CNTN5,1
CNTN6,1
CNTNAP2,2
CNTNAP3,1
CNTNAP3B,2
CNTNAP3P2,1
CNTRL,4
CNTROB,5
COA1,3
COA3,1
COA4,3
COA5,1
COA6,3
COA6-AS1,7
COA7,4
COA8,3
COASY,2
COBL,2
COBLL1,5
COG1,4
COG2,4
COG3,4
COG5,6
COG6,3
COG7,5
COG8,1
COIL,5
COL11A1,1
COL11A2,1
COL12A1,2
COL13A1,2
COL15A1,1
COL16A1,4
COL17A1,1
COL18A1,1
COL18A1-AS1,2
COL18A1-AS2,1
COL19A1,1
COL1A1,1
COL1A2-AS1,2
COL21A1,2
COL22A1,1
COL23A1,2
COL24A1,2
COL25A1,1
COL26A1,1
COL27A1,1
COL28A1,1
COL4A1,2
COL4A2,1
COL4A5,2
COL4A6,1
COL5A1,2
COL5A2,4
COL6A1,4
COL6A2,3
COL6A3,3
COL7A1,1
COL8A1,4
COL8A2,1
COL9A2,1
COLCA2,2
COLEC10,1
COLEC12,2
COLGALT1,3
COLGALT2,2
COMMD1,3
COMMD10,8
COMMD2,4
COMMD3-BMI1,4
COMMD4,3
COMMD4P1,2
COMMD5,5
COMMD6,5
COMMD7,2
COMMD8,6
COMMD9,1
COMP,1
COMTD1,3
COP1,7
COPA,3
COPB1,6
COPE,3
COPG1,5
COPG2,4
COPRS,5
COPS2,2
COPS3,7
COPS4,4
COPS5,4
COPS6,4
COPS7A,4
COPS7B,1
COPS8,3
COPS9,2
COPZ1,4
COPZ2,2
COQ10A,4
COQ10B,7
COQ2,7
COQ3,3
COQ4,2
COQ5,6
COQ6,5
COQ7,6
COQ8A,6
COQ8B,4
COQ9,5
CORO1B,3
CORO1C,4
CORO2A,3
CORO2B,1
CORO6,2
CORO7,3
CORO7-PAM16,3
CORT,1
COTL1,3
COX10-AS1,2
COX11,4
COX14,5
COX15,6
COX16,1
COX17,4
COX18,5
COX19,1
COX20,7
COX4I1,4
COX4I2,2
COX5A,6
COX5B,6
COX6A1,2
COX6A2,1
COX6B1,1
COX6C,3
COX7A1,3
COX7A2,6
COX7A2L,6
COX7B,1
COX7C,6
COX8A,6
CP,2
CPA1,2
CPA3,1
CPA5,2
CPA6,1
CPAMD8,2
CPB2-AS1,5
CPD,2
CPE,2
CPEB2,6
CPEB2-DT,3
CPEB3,4
CPEB4,7
CPED1,1
CPLANE2,4
CPLX2,1
CPLX4,1
CPM,2
CPNE1,4
CPNE2,3
CPNE3,1
CPNE4,2
CPNE5,3
CPNE7,2
CPNE8,4
CPOX,2
CPPED1,3
CPQ,2
CPS1,1
CPSF1,4
CPSF2,8
CPSF3,7
CPSF4,5
CPSF4L,1
CPSF6,4
CPT1A,3
CPT1C,2
CPT2,8
CPTP,3
CPVL,2
CPZ,1
CR1,1
CR1L,1
CRABP1,1
CRABP2,1
CRACD,1
CRACR2A,2
CRACR2B,2
CRADD,7
CRAT,6
CRAT37,1
CRB2,1
CRBN,3
CRCP,5
CREB1,5
CREB3L1,3
CREB3L2,5
CREB3L4,5
CREB5,1
CREBBP,4
CREBL2,6
CREBRF,3
CREBZF,7
CREG1,1
CREG2,1
CRELD1,6
CRELD2,4
CREM,8
CRH,1
CRHBP,1
CRIM1,4
CRIP1,2
CRIP2,6
CRIP3,1
CRIPT,7
CRISPLD1,2
CRISPLD2,1
CRK,7
CRKL,7
CRLF2,1
CRLF3,2
CRLS1,2
CRMP1,1
CRNDE,5
CRNKL1,3
CROCC,3
CROCC2,1
CROCCP2,8
CROCCP3,3
CRP,1
CRPPA,6
CRPPA-AS1,1
CRTAC1,1
CRTAM,1
CRTAP,3
CRTC1,2
CRTC2,5
CRTC3,5
CRTC3-AS1,4
CRY1,4
CRY2,4
CRYAA,2
CRYAA2,3
CRYAB,2
CRYBA1,2
CRYBA2,1
CRYBB2P1,4
CRYBG1,3
CRYBG3,5
CRYL1,5
CRYM,2
CRYM-AS1,1
CRYZL1,3
CRYZL2P,2
CRYZL2P-SEC16B,3
CS,5
CSAD,2
CSDE1,8
CSE1L,2
CSE1L-AS1,5
CSF1,2
CSF1R,1
CSF2,2
CSF2RB,1
CSF3,1
CSGALNACT1,2
CSGALNACT2,4
CSK,3
CSMD1,1
CSMD2,1
CSNK1A1,6
CSNK1A1L,2
CSNK1A1P1,1
CSNK1D,7
CSNK1E,5
CSNK1G1,5
CSNK1G2,4
CSNK1G3,5
CSNK2A1,5
CSNK2A3,1
CSNK2B,5
CSNKA2IP,1
CSPG4,1
CSRNP1,4
CSRNP2,5
CSRP1,1
CSRP2,3
CSRP3,1
CST1,2
CST3,4
CST4,1
CST6,1
CST7,2
CSTB,7
CSTF1,5
CSTF2T,5
CSTF3,4
CSTF3-DT,1
CT47B1,2
CT66,1
CT75,1
CTAG1A,1
CTAGE1,3
CTAGE15,1
CTAGE9,1
CTB-178M22.2,1
CTBP1,5
CTBP1-AS,1
CTBP2,4
CTBS,7
CTC-338M12.4,3
CTC1,5
CTCF,6
CTD-2194D22.4,1
CTD-2201I18.1,1
CTD-2350J17.1,2
CTD-3080P12.3,1
CTDNEP1,5
CTDP1,2
CTDSP1,5
CTDSP2,6
CTDSPL,1
CTDSPL2,5
CTF1,5
CTH,4
CTHRC1,1
CTIF,2
CTLA4,2
CTNNA1,6
CTNNA2,1
CTNNA3,5
CTNNAL1,6
CTNNB1,7
CTNNBIP1,2
CTNNBL1,1
CTNND1,5
CTNND2,2
CTNS,7
CTPS1,5
CTPS2,4
CTR9,6
CTRC,2
CTRL,7
CTSB,3
CTSC,2
CTSD,2
CTSE,1
CTSF,1
CTSH,1
CTSK,1
CTSL,5
CTSL3P,1
CTSO,6
CTSS,1
CTSV,1
CTSZ,1
CTTN,4
CTTNBP2,1
CTTNBP2NL,4
CTU1,3
CTXN1,1
CTXN2,6
CUBN,3
CUEDC1,6
CUEDC2,5
CUL1,6
CUL2,5
CUL3,6
CUL4A,5
CUL4B,5
CUL5,8
CUL7,4
CUL9,2
CUTA,4
CUTALP,3
CUX1,2
CUX2,1
CWC15,4
CWC22,7
CWC25,4
CWC27,5
CWF19L1,3
CWF19L2,3
CWH43,2
CXADR,2
CXADRP2,1
CXADRP3,2
CXCL1,1
CXCL12,2
CXCL13,1
CXCL16,1
CXCL2,6
CXCL3,1
CXCL6,1
CXCL8,2
CXCR4,1
CXCR5,2
CXorf38,1
CXorf40A,1
CXorf40B,2
CXorf56,1
CXorf58,2
CXXC1,5
CXXC4-AS1,1
CXXC5,4
CXXC5-AS1,1
CYB561,5
CYB561A3,6
CYB561D1,2
CYB561D2,6
CYB5A,2
CYB5B,4
CYB5D1,3
CYB5D2,6
CYB5R1,4
CYB5R2,1
CYB5R3,4
CYB5R4,2
CYBA,2
CYBC1,4
CYBRD1,3
CYC1,3
CYCS,6
CYFIP1,4
CYFIP2,1
CYGB,1
CYHR1,2
CYLD,1
CYP11A1,2
CYP17A1,2
CYP19A1,1
CYP1B1,4
CYP1B1-AS1,3
CYP20A1,6
CYP24A1,2
CYP26B1,2
CYP26C1,1
CYP27A1,2
CYP27B1,1
CYP27C1,1
CYP2B7P,1
CYP2F1,2
CYP2J2,2
CYP2R1,3
CYP2T1P,1
CYP2U1,2
CYP39A1,3
CYP3A7,1
CYP46A1,3
CYP4B1,1
CYP4F24P,1
CYP4V2,5
CYP4X1,1
CYP51A1,5
CYP51A1-AS1,3
CYP7B1,1
CYREN,6
CYS1,2
CYSLTR2,1
CYSRT1,2
CYSTM1,6
CYTH1,4
CYTH2,6
CYTH3,4
CYTH4,3
CYTIP,2
CYTL1,1
CYTOR,4
CYYR1,1
CYYR1-AS1,1
CZ1P-ASNS,3
CZIB,7
D2HGDH,6
DAAM1,5
DAAM2,2
DAB1,1
DAB2,3
DAB2IP,3
DACH1,1
DACT1,3
DACT2,1
DACT3-AS1,3
DAD1,4
DAG1,5
DAGLA,3
DAGLB,4
DANCR,4
DAND5,2
DANT1,4
DANT2,2
DAO,1
DAOA,1
DAOA-AS1,1
DAP,6
DAP3,4
DAPK1,3
DAPK1-IT1,1
DAPK2,1
DAPK3,4
DARS-AS1,6
DARS1,2
DARS2,4
DAW1,2
DAXX,4
DAZAP1,6
DAZAP2,6
DAZL,2
DBF4,5
DBF4B,4
DBI,3
DBIL5P,3
DBN1,2
DBNDD1,1
DBNDD2,5
DBNL,5
DBP,2
DBR1,2
DBT,6
DCAF1,7
DCAF10,2
DCAF11,9
DCAF12,4
DCAF13,6
DCAF15,3
DCAF16,3
DCAF17,1
DCAF4,5
DCAF4L2,1
DCAF5,5
DCAF6,5
DCAF7,5
DCAF8,4
DCAF8L1,1
DCAF8L2,1
DCAKD,3
DCBLD1,3
DCBLD2,3
DCDC1,2
DCDC2,1
DCHS1,1
DCK,5
DCLK1,1
DCLK2,2
DCLK3,1
DCLRE1C,3
DCN,1
DCP1A,5
DCP1B,5
DCP2,5
DCPS,4
DCST1,1
DCSTAMP,1
DCTD,7
DCTN1,8
DCTN2,4
DCTN3,2
DCTN4,6
DCTN5,2
DCTN6,4
DCTPP1,1
DCUN1D1,5
DCUN1D2,1
DCUN1D4,5
DCUN1D5,3
DCX,1
DCXR,3
DCXR-DT,4
DDA1,3
DDAH1,5
DDAH2,3
DDB1,5
DDB2,5
DDC,1
DDHD1,4
DDHD2,5
DDI2,6
DDIAS,4
DDIT4,6
DDIT4L,1
DDOST,4
DDR1,2
DDR2,1
DDRGK1,4
DDT,3
DDTL,4
DDX1,7
DDX10,2
DDX11,4
DDX11-AS1,4
DDX11L1,1
DDX11L16,1
DDX11L2,3
DDX11L5,1
DDX11L9,1
DDX12P,1
DDX17,6
DDX18,5
DDX19A,3
DDX19B,6
DDX20,4
DDX21,4
DDX23,4
DDX24,3
DDX25,1
DDX27,3
DDX31,7
DDX39A,5
DDX3X,5
DDX3Y,3
DDX41,2
DDX42,6
DDX43,2
DDX46,2
DDX47,5
DDX49,1
DDX5,6
DDX50,6
DDX51,6
DDX52,4
DDX53,1
DDX54,9
DDX55,5
DDX56,5
DDX58,4
DDX59,2
DDX59-AS1,6
DDX6,6
DDX60,7
DDX60L,5
DEAF1,6
DEC1,1
DECR1,5
DECR2,3
DEDD,5
DEDD2,4
