SYMBOL,dataset_corr_count
DEF6,2
DEF8,1
DEFA6,1
DEFB115,2
DEFB136,2
DEGS1,6
DEGS2,5
DEK,5
DELE1,5
DENND10,1
DENND11,2
DENND1A,3
DENND1B,3
DENND2A,5
DENND2B,2
DENND2C,2
DENND2D,2
DENND3,5
DENND4A,7
DENND4B,6
DENND4C,5
DENND5A,5
DENND5B,4
DENND5B-AS1,4
DENND6A,7
DENND6A-DT,7
DENND6B,5
DENR,5
DEPDC1,2
DEPDC1-AS1,2
DEPDC1B,3
DEPDC4,6
DEPDC5,2
DEPP1,1
DEPTOR,1
DERA,6
DERL1,4
DERL2,6
DERL3,1
DERPC,5
DESI1,3
DESI2,4
DET1,3
DEUP1,1
DEXI,2
DFFB,3
DGAT1,2
DGAT2,1
DGAT2L6,2
DGCR2,4
DGCR6L,3
DGCR8,5
DGKA,5
DGKB,1
DGKD,2
DGKE,3
DGKG,1
DGKH,5
DGKI,2
DGKQ,1
DGKZ,2
DGLUCY,6
DGUOK,7
DHCR24,2
DHCR7,2
DHDDS,5
DHDH,1
DHFR,5
DHFR2,8
DHFRP3,1
DHH,1
DHODH,1
DHPS,6
DHRS1,2
DHRS11,1
DHRS12,7
DHRS13,3
DHRS2,1
DHRS3,3
DHRS4,6
DHRS4-AS1,6
DHRS4L1,1
DHRS4L2,1
DHRS7,5
DHRS7B,7
DHRSX,5
DHTKD1,5
DHX15,6
DHX16,2
DHX30,6
DHX32,6
DHX33,2
DHX33-DT,1
DHX34,1
DHX35,5
DHX36,6
DHX37,2
DHX40,5
DHX57,1
DHX58,4
DHX8,2
DHX9,6
DIABLO,7
DIAPH1,6
DIAPH2,2
DIAPH2-AS1,2
DIAPH3,3
DICER1,6
DIDO1,6
DIMT1,7
DIO2,1
DIO3OS,1
DIP2A,5
DIP2B,5
DIP2C,4
DIPK1A,5
DIPK1B,1
DIPK2A,5
DIPK2B,1
DIRAS3,1
DIRC1,2
DIRC3,1
DIRC3-AS1,2
DIS3,3
DIS3L,7
DIS3L2,4
DISC1,4
DISC1-IT1,1
DISC2,1
DISP1,5
DISP2,1
DISP3,1
DIXDC1,3
DKC1,4
DKFZP434A062,1
DKFZp451B082,1
DKK1,1
DKK2,1
DKK3,1
DKKL1,2
DLAT,6
DLC1,2
DLD,5
DLEU1,2
DLEU1-AS1,2
DLEU2,5
DLEU7-AS1,2
DLG1,6
DLG1-AS1,5
DLG2,4
DLG3,1
DLG3-AS1,1
DLG4,7
DLG5,5
DLG5-AS1,1
DLGAP1,1
DLGAP1-AS1,4
DLGAP1-AS2,3
DLGAP1-AS4,1
DLGAP2,1
DLGAP4,4
DLGAP4-AS1,4
DLGAP5,2
DLL1,3
DLL4,2
DLST,4
DLX1,1
DLX2,1
DLX2-DT,2
DLX3,1
DLX5,2
DLX6-AS1,2
DM1-AS,1
DMAC1,3
DMAC2,5
DMAC2L,4
DMAP1,3
DMC1,3
DMD,2
DMGDH,1
DMKN,1
DMP1,1
DMPK,1
DMRT1,1
DMRT3,1
DMRTA1,3
DMRTB1,1
DMRTC1,1
DMTF1,7
DMTN,2
DMWD,3
DMXL1,4
DMXL2,3
DNA2,3
DNAAF1,3
DNAAF2,6
DNAAF5,3
DNAH1,1
DNAH10,1
DNAH11,1
DNAH12,1
DNAH14,4
DNAH2,1
DNAH3,1
DNAH5,2
DNAH6,1
DNAH7,4
DNAH8,1
DNAH9,1
DNAI1,2
DNAI2,1
DNAJA1,7
DNAJA2,4
DNAJA3,3
DNAJA4,3
DNAJB1,5
DNAJB11,3
DNAJB12,6
DNAJB14,2
DNAJB2,6
DNAJB4,7
DNAJB5,1
DNAJB5-DT,1
DNAJB6,5
DNAJB8-AS1,1
DNAJB9,5
DNAJC1,6
DNAJC10,4
DNAJC11,7
DNAJC12,4
DNAJC13,4
DNAJC15,4
DNAJC16,4
DNAJC17,6
DNAJC18,5
DNAJC19,5
DNAJC2,5
DNAJC21,5
DNAJC24,3
DNAJC25,4
DNAJC25-GNG10,2
DNAJC27,6
DNAJC28,4
DNAJC3,4
DNAJC3-DT,1
DNAJC4,2
DNAJC5,3
DNAJC5B,2
DNAJC6,3
DNAJC7,4
DNAJC8,1
DNAJC9,6
DNAJC9-AS1,6
DNAL1,6
DNAL4,3
DNASE1,3
DNASE1L1,3
DNASE2,3
DNASE2B,1
DNER,3
DNHD1,1
DNLZ,4
DNM1,2
DNM1L,6
DNM1P41,3
DNM1P46,4
DNM2,5
DNM3,2
DNM3OS,2
DNMBP,3
DNMBP-AS1,1
DNMT1,4
DNMT3A,4
DNMT3B,1
DNPEP,7
DNPH1,3
DNTTIP1,6
DNTTIP2,6
DOC2GP,3
DOCK1,4
DOCK10,2
DOCK2,1
DOCK3,1
DOCK4,3
DOCK5,5
DOCK6,4
DOCK7,6
DOCK8,1
DOCK8-AS1,1
DOCK9,3
DOCK9-DT,4
DOHH,6
DOK1,4
DOK4,1
DOK5,1
DOK6,2
DOLK,5
DOLPP1,2
DONSON,7
DOP1A,1
DOP1B,4
DOT1L,3
DPAGT1,3
DPCD,2
DPF2,4
DPF3,2
DPH1,1
DPH3,3
DPH5,1
DPH6,5
DPH6-DT,5
DPH7,2
DPM1,2
DPM2,3
DPM3,4
DPP10,1
DPP3,5
DPP4,1
DPP4-DT,2
DPP7,2
DPP8,3
DPP9,5
DPPA2P3,1
DPT,1
DPY19L1,4
DPY19L1P2,1
DPY19L2,4
DPY19L2P1,2
DPY19L2P2,1
DPY19L2P3,2
DPY19L3,7
DPY19L4,3
DPY30,3
DPYD,3
DPYD-AS1,2
DPYD-AS2,2
DPYS,1
DPYSL2,3
DPYSL3,2
DPYSL4,1
DRAIC,6
DRAM1,5
DRC3,1
DRD5,2
DRG1,4
DRG2,6
DRGX,1
DROSHA,3
DRP2,1
DSC2,1
DSC3,1
DSCAML1,1
DSCAS,3
DSCC1,2
DSCR9,1
DSE,8
DSEL,1
DSG1,1
DSG2,3
DSN1,7
DSP,2
DSPP,1
DST,3
DST-AS1,3
DSTN,5
DSTYK,6
DTD1,4
DTD2,4
DTL,2
DTNA,2
DTNB,4
DTNBP1,6
DTWD1,3
DTWD2,5
DTX1,1
DTX2,6
DTX2P1-UPK3BP1-PMS2P11,2
DTX3,6
DTX3L,7
DTX4,1
DTYMK,5
DUBR,2
DUOX1,1
DUS2,4
DUS3L,7
DUSP1,5
DUSP10,7
DUSP11,6
DUSP12,6
DUSP14,5
DUSP15,3
DUSP16,8
DUSP18,2
DUSP19,5
DUSP2,1
DUSP22,7
DUSP23,4
DUSP27,1
DUSP28,6
DUSP3,7
DUSP4,2
DUSP5,3
DUSP6,6
DUSP7,3
DUSP8,2
DUT,6
DUX4,2
DUXA,2
DUXAP10,1
DUXAP8,1
DUXAP9,2
DVL1,4
DVL2,3
DVL3,4
DXO,7
DYM,5
DYNAP,1
DYNC1H1,7
DYNC1I1,1
DYNC1I2,5
DYNC1LI1,6
DYNC1LI2,3
DYNC2H1,2
DYNC2LI1,6
DYNLL1,5
DYNLL2,3
DYNLRB1,6
DYNLRB2,2
DYNLT1,7
DYNLT3,1
DYRK1A,6
DYRK1B,6
DYRK2,4
DYRK3,3
DYRK4,3
DYSF,2
DZANK1,1
DZIP1,3
DZIP1L,3
DZIP3,4
E2F1,1
E2F2,2
E2F3,4
E2F4,2
E2F5,1
E2F6,5
E2F7,3
E2F8,2
E4F1,5
EAF1,1
EAF2,1
EAPP,6
EARS2,5
EBAG9,5
EBF1,1
EBF2,1
EBF3,1
EBF4,1
EBI3,1
EBLN1,5
EBLN3P,5
EBNA1BP2,4
EBP,3
EBPL,1
ECD,6
ECE1,3
ECH1,4
ECHDC1,4
ECHDC2,2
ECHDC3,3
ECHS1,4
ECI1,6
ECI2,4
ECM1,2
ECM2,1
ECPAS,3
ECSCR,1
ECSIT,5
ECT2,5
ECT2L,1
EDA,1
EDA2R,2
EDAR,1
EDARADD,2
EDC3,5
EDC4,4
EDDM13,1
EDEM1,6
EDEM2,2
EDEM3,5
EDF1,3
EDIL3,2
EDN1,3
EDN2,3
EDNRA,1
EDNRB-AS1,1
EDRF1,6
EDRF1-DT,4
EEA1,5
EED,5
EEF1A1,6
EEF1AKMT1,5
EEF1AKMT2,4
EEF1AKMT3,5
EEF1AKMT4-ECE2,1
EEF1AKNMT,4
EEF1B2,5
EEF1D,6
EEF1DP3,1
EEF1E1,3
EEF1E1-BLOC1S5,1
EEF1G,5
EEF2,6
EEF2K,5
EEF2KMT,4
EEFSEC,5
EEPD1,2
EFCAB1,1
EFCAB11,1
EFCAB12,1
EFCAB13,4
EFCAB14,4
EFCAB2,8
EFCAB5,5
EFCAB6,4
EFCAB7,1
EFCC1,1
EFEMP1,2
EFEMP2,2
EFHB,6
EFHC1,3
EFHD1,2
EFHD2,3
EFL1,2
EFL1P1,1
EFNA1,3
EFNA3,6
EFNA4,5
EFNA5,2
EFNB1,2
EFNB2,1
EFR3A,6
EFR3B,3
EFS,1
EGFEM1P,1
EGFL6,2
EGFL7,1
EGFLAM,1
EGFR,5
EGFR-AS1,2
EGLN1,5
EGLN2,5
EGLN3,4
EGOT,3
EGR1,7
EGR2,2
EGR3,2
EHBP1,4
EHD1,3
EHD2,2
EHD3,3
EHD4,1
EHD4-AS1,2
EHF,1
EHHADH,2
EHHADH-AS1,1
EHMT1,4
EI24,5
EID1,4
EID2,5
EID2B,3
EIF1,7
EIF1AD,7
EIF1AX,5
EIF1AY,3
EIF1B,6
EIF1B-AS1,1
EIF2A,4
EIF2AK1,6
EIF2AK2,5
EIF2AK3,5
EIF2AK3-DT,5
EIF2AK4,5
EIF2B1,2
EIF2B2,4
EIF2B3,2
EIF2B4,6
EIF2B5,5
EIF2D,6
EIF2S1,5
EIF2S2,7
EIF2S3,4
EIF3A,6
EIF3B,6
EIF3C,3
EIF3CL,5
EIF3D,5
EIF3E,6
EIF3F,3
EIF3G,2
EIF3H,4
EIF3I,2
EIF3J-DT,7
EIF3K,3
EIF3L,4
EIF3M,4
EIF4A1,8
EIF4A2,7
EIF4A3,4
EIF4B,5
EIF4E,7
EIF4E2,6
EIF4E3,2
EIF4EBP1,4
EIF4EBP2,5
EIF4EBP3,3
EIF4ENIF1,7
EIF4G1,6
EIF4G2,6
EIF4G3,6
EIF4H,5
EIF5,6
EIF5A,6
EIF5A2,2
EIF5B,5
EIF6,5
EIPR1,2
ELAC1,3
ELAC2,4
ELAVL1,3
ELAVL2,1
ELDR,2
ELF1,5
ELF2,7
ELF3,3
ELF4,2
ELF5,1
ELFN1,1
ELFN1-AS1,1
ELFN2,1
ELK1,1
ELK3,3
ELK4,5
ELL,6
ELL2,5
ELL3,1
ELMO1,3
ELMO1-AS1,1
ELMO2,4
ELMOD1,1
ELMOD2,6
ELMOD3,2
ELMSAN1,3
ELN,4
ELOA,5
ELOA-AS1,6
ELOB,6
ELOC,4
ELOF1,2
ELOVL1,6
ELOVL2-AS1,1
ELOVL3,1
ELOVL5,9
ELOVL6,4
ELP1,7
ELP2,4
ELP3,4
ELP4,4
ELP6,6
EMB,4
EMBP1,3
EMC1,5
EMC1-AS1,5
EMC2,6
EMC3,2
EMC3-AS1,4
EMC4,5
EMC7,3
EMC8,5
EMC9,2
EMCN,1
EMD,4
EME1,7
EME2,5
EMG1,6
EMILIN1,1
EMILIN2,1
EML1,1
EML2,1
EML2-AS1,2
EML3,4
EML4,5
EML4-AS1,2
EML5,2
EML6,2
EMP1,3
EMP2,3
EMP3,7
EMSY,6
EMX1,1
EMX2OS,1
EN1,2
ENAH,4
ENC1,1
ENDOD1,4
ENDOG,4
ENDOU,2
ENG,1
ENGASE,3
ENKUR,3
ENO1,7
ENO1-AS1,6
ENO2,4
ENO3,4
ENO4,1
ENOPH1,7
ENOSF1,3
ENOX1,2
ENOX1-AS2,1
ENOX2,3
ENPEP,1
ENPP1,3
ENPP2,1
ENPP3,1
ENPP4,3
ENPP5,2
ENPP6,1
ENSA,7
ENTHD1,3
ENTPD1,1
ENTPD1-AS1,5
ENTPD3-AS1,5
ENTPD4,6
ENTPD5,7
ENTPD6,5
ENTPD7,2
ENTR1,5
ENY2,7
EOGT,5
EOMES,4
EP300,3
EP400,3
EP400P1,5
EPAS1,3
EPB41,2
EPB41L1,1
EPB41L2,3
EPB41L3,2
EPB41L4A,1
EPB41L4A-AS1,4
EPB41L4A-DT,2
EPB41L4B,2
EPB41L5,3
EPC1,7
EPC2,8
EPCAM,1
EPCAM-DT,2
EPDR1,1
EPG5,2
EPGN,1
EPHA1,2
EPHA2,3
EPHA4,2
EPHA5-AS1,1
EPHA6,1
EPHA7,1
EPHB1,1
EPHB2,3
EPHB3,2
EPHB4,3
EPHX1,2
EPHX2,1
EPHX3,2
EPHX4,2
EPM2A,5
EPM2AIP1,4
EPN1,5
EPN2,5
EPN2-IT1,3
EPN3,2
EPOP,1
EPOR,1
EPPK1,1
EPRS1,3
EPS15,4
EPS15L1,2
EPS8,5
EPS8L1,2
EPS8L2,2
EPS8L3,2
EPSTI1,3
ERAL1,2
ERAP1,6
ERAP2,2
ERBB2,5
ERBB3,3
ERBB4,1
ERBIN,6
ERC1,6
ERC2,1
ERCC1,7
ERCC2,1
ERCC3,8
ERCC4,6
ERCC5,6
ERCC6,3
ERCC6L,1
ERCC6L2,1
ERCC8,2
EREG,2
ERF,5
ERFE,2
ERG,1
ERGIC1,2
ERGIC2,4
ERGIC3,1
ERH,6
ERI1,3
ERI2,7
ERI3,3
ERI3-IT1,1
ERICH1,2
ERICH2,3
ERICH3,1
ERICH6-AS1,5
ERLIN1,3
ERLIN2,5
ERMAP,5
ERMARD,6
ERMN,1
ERMP1,2
ERN1,6
ERO1A,6
ERO1B,5
ERP27,1
ERP29,6
ERP44,4
ERRFI1,4
ERV3-1,1
ERV3-1-ZNF117,3
ERVFRD-1,1
ERVK13-1,3
ERVK3-1,4
ERVMER34-1,1
ESAM,2
ESCO1,6
ESD,6
ESF1,1
ESM1,2
ESPL1,2
ESPNP,1
ESR1,2
ESR2,2
ESRP2,2
ESRRA,5
ESRRG,5
ESS2,4
ESX1,1
ESYT1,2
ESYT2,7
ETAA1,6
ETF1,5
ETFA,4
ETFB,4
ETFBKMT,5
ETFRF1,3
ETHE1,1
ETNK1,1
ETNK2,1
ETNPPL,1
ETS1,3
ETS2,6
ETV1,2
ETV2,1
ETV3,8
ETV3L,1
ETV4,2
ETV5,2
ETV6,5
ETV7,2
EVA1A,2
EVA1B,2
EVA1C,4
EVADR,1
EVC,2
EVC2,3
EVI5,6
EVI5L,1
EVL,3
EVPL,1
EVX1-AS,1
EWSAT1,1
EWSR1,6
EXD2,5
EXD3,3
EXO1,6
EXO5,2
EXOC1,4
EXOC1L,1
EXOC2,4
EXOC3,4
EXOC3-AS1,3
EXOC3L2,1
EXOC3L4,1
EXOC4,5
EXOC5,7
EXOC6,5
EXOC6B,5
EXOC7,5
EXOC8,3
EXOG,2
EXOSC1,2
EXOSC10,1
EXOSC10-AS1,5
EXOSC3,5
EXOSC4,4
EXOSC5,6
EXOSC6,4
EXOSC7,3
EXOSC8,6
EXOSC9,4
EXPH5,2
EXT1,5
EXT2,2
EXTL1,3
EXTL2,7
EXTL3,1
EXTL3-AS1,5
EYA1,2
EYA2,2
EYA3,3
EYS,2
EZH1,5
EZH2,7
EZR,5
EZR-AS1,1
F11R,2
F2,1
F2R,2
F2RL1,2
F3,4
F5,1
F8,2
F8A1,2
F8A2,3
FA2H,2
FAAH,1
FAAH2,1
FAAP100,4
FAAP20,4
FAAP24,1
FABP3,1
FABP5,2
FABP5P3,3
FABP6,4
FADD,4
FADS1,6
FADS2,2
FADS3,1
FAF1,2
FAF2,6
FAH,1
FAHD2A,3
FAHD2B,4
FAHD2CP,5
FAIM,6
FAIM2,1
FALEC,6
FAM102A,2
FAM102B,3
FAM104B,3
FAM107A,1
FAM107B,3
FAM110A,5
FAM110B,2
FAM110C,1
FAM110D,1
FAM111A,2
FAM111A-DT,4
FAM111B,1
FAM114A1,4
FAM114A2,3
FAM117A,1
FAM117B,3
FAM118A,4
FAM118B,2
FAM120A,5
FAM120AOS,5
FAM120B,3
FAM120C,4
FAM122A,5
FAM122B,4
FAM122C,2
FAM124A,1
FAM124B,3
FAM126A,3
FAM126B,4
FAM131A,3
FAM131C,2
FAM133B,5
FAM133CP,1
FAM133DP,1
FAM135A-AS1,3
FAM136A,5
FAM13A,5
FAM13A-AS1,1
FAM13B,7
FAM13C,2
FAM149A,3
FAM149B1,2
FAM151B,3
FAM153B,1
FAM155A,1
FAM156A,3
FAM156B,5
FAM157A,1
FAM157B,2
FAM157C,1
FAM160A1,3
FAM160B1,7
FAM160B2,3
FAM161A,8
FAM161B,2
FAM162A,1
FAM162B,1
FAM163A,1
FAM163B,1
FAM167A,2
FAM167B,1
FAM168A,4
FAM168B,7
FAM169A,3
FAM169B,2
FAM171A1,2
FAM172A,4
FAM174A,5
FAM174B,4
FAM174C,3
FAM177A1,6
FAM177B,1
FAM178B,2
FAM180A,2
FAM184A,3
FAM185A,2
FAM185BP,2
FAM186A,1
FAM187B,2
FAM189A1,1
FAM189A2,2
FAM189B,5
FAM193A,6
FAM193B,2
FAM198B-AS1,1
FAM199X,3
FAM200A,3
FAM200B,4
FAM201A,4
FAM201B,2
FAM204A,4
FAM207A,3
FAM20B,6
FAM20C,3
FAM210A,8
FAM210B,2
FAM214A,6
FAM214B,2
FAM216A,6
FAM216B,1
FAM217B,3
FAM218A,1
FAM219A,2
FAM219B,7
FAM21EP,3
FAM220A,2
FAM221A,4
FAM221B,3
FAM222A,1
FAM222B,4
FAM224A,1
FAM225A,1
FAM225B,1
FAM227A,1
FAM227B,2
FAM228B,4
FAM229A,1
FAM229B,1
FAM230A,2
FAM230B,1
FAM230C,2
FAM230D,2
FAM230E,1
FAM230G,1
FAM230H,1
FAM230I,1
FAM230J,1
FAM234A,4
FAM234B,3
FAM239A,2
FAM239B,1
FAM240A,1
FAM241A,3
FAM241B,2
FAM242F,1
FAM245A,1
FAM24B-CUZD1,2
FAM25A,2
FAM25BP,1
FAM25C,1
FAM25E,1
FAM27C,1
FAM27E3,1
FAM32A,4
FAM3A,5
FAM3B,1
FAM3C,4
FAM3D,1
FAM41AY1,1
FAM43A,1
FAM47B,1
FAM47E,2
FAM47E-STBD1,1
FAM49A,1
FAM49B,4
FAM50A,4
FAM50B,5
FAM53A,3
FAM53B,1
FAM53B-AS1,1
FAM53C,7
FAM66A,4
FAM66B,3
FAM66C,3
FAM66D,4
FAM66E,4
FAM71A,1
FAM71D,1
FAM71E1,3
FAM72A,6
FAM72B,1
FAM72C,6
FAM72D,1
FAM74A1,1
FAM74A6,1
FAM76A,6
FAM76B,5
FAM78A,1
FAM78B,1
FAM81A,6
FAM81B,1
FAM83B,2
FAM83C-AS1,1
FAM83D,4
FAM83G,2
FAM85A,3
FAM85B,3
FAM86B1,2
FAM86B2,3
FAM86B3P,4
FAM86C1,3
FAM86C2P,4
FAM86DP,2
FAM86EP,5
FAM86FP,4
FAM86HP,1
FAM86JP,6
FAM87A,4
FAM87B,2
FAM89A,1
FAM8A1,5
FAM90A26,3
FAM91A1,5
FAM92A,2
FAM92B,2
FAM98A,5
FAM98B,6
FAM98C,5
FAM9B,2
FAM9C,3
FAN1,3
FANCA,5
FANCC,5
FANCE,2
FANCF,5
FANCG,1
FANCI,2
FANCL,7
FANCM,1
FANK1,1
FANK1-AS1,1
FAP,1
FAR1,5
FAR2,6
FAR2P2,1
FARP1,3
FARP2,6
FARS2,6
FARSA,2
FARSB,4
FAS,3
FASLG,2
FASN,4
FASTK,2
FASTKD1,2
FASTKD2,1
FASTKD3,1
FAT1,2
FAT4,1
FAU,5
FAXC,2
FAXDC2,2
FBF1,3
FBL,4
FBLIM1,4
FBLN1,1
FBLN2,1
FBLN5,1
FBLN7,2
FBN1,2
FBN2,1
FBP1,1
FBRS,6
FBRSL1,2
FBXL12,7
FBXL13,6
FBXL14,4
FBXL15,4
FBXL17,5
FBXL18,5
FBXL19,6
FBXL19-AS1,5
FBXL2,3
FBXL20,3
FBXL21P,1
FBXL3,5
FBXL4,5
FBXL5,7
FBXL6,7
FBXL7,1
FBXL8,3
FBXO10,3
FBXO11,8
FBXO15,6
FBXO16,5
FBXO17,3
FBXO2,1
FBXO21,3
FBXO22,4
FBXO24,6
FBXO25,1
FBXO27,2
FBXO28,6
FBXO3,2
FBXO3-DT,2
FBXO30,1
FBXO31,4
FBXO32,1
FBXO33,7
FBXO34,5
FBXO36,4
FBXO38,6
FBXO4,6
FBXO42,4
FBXO43,2
FBXO45,4
FBXO46,6
FBXO48,6
FBXO5,5
FBXO6,3
FBXO7,7
FBXO8,7
FBXO9,4
FBXW11,6
FBXW2,1
FBXW4,7
FBXW5,6
FBXW7,6
FBXW8,4
FBXW9,3
FCER1G,1
FCF1,1
FCGR1A,5
FCGR1B,1
FCGR2A,2
FCGR2B,1
FCGR2C,1
FCGR3A,1
FCGR3B,1
FCGRT,4
FCHO2,6
FCHSD1,1
FCHSD2,5
FCMR,1
FCRL3,1
FCRL5,1
FCRLA,1
FCRLB,1
FCSK,6
FDFT1,4
FDPS,6
FDX1,6
FDX2,3
FDXR,2
FECH,3
FEM1A,7
FEM1B,5
FEM1C,7
FEN1,5
FER,7
FER1L5,2
FER1L6,1
FER1L6-AS1,1
FER1L6-AS2,2
FERD3L,1
FERMT1,3
FERMT2,6
FERMT3,2
FES,2
FEV,1
FEZ1,2
FEZ2,5
FEZF1-AS1,1
FFAR2,1
FFAR4,1
FGD1,1
FGD2,3
FGD4,2
FGD5,2
FGD5-AS1,6
FGD6,2
FGF1,1
FGF10-AS1,1
FGF11,1
FGF12,2
FGF12-AS1,1
FGF12-AS2,1
FGF13,2
FGF14-IT1,1
FGF16,1
FGF18,6
FGF2,3
FGF20,1
FGF21,1
FGF3,1
FGF5,1
FGF7P3,5
FGF7P6,2
FGFBP1,1
FGFBP3,3
FGFR1,4
FGFR1OP,3
FGFR1OP2,4
FGFR2,1
FGFRL1,1
FGGY,6
FGR,1
FH,6
FHAD1,2
FHDC1,2
FHIT,3
FHL1,1
FHL2,3
FHL3,3
FHL5,1
FHOD1,1
FHOD3,2
FIBP,1
FICD,3
FIG4,2
FIGN,4
FIGNL1,3
FIGNL2,3
FIGNL2-DT,1
FILIP1,1
FILIP1L,5
FILNC1,2
FIP1L1,6
FIRRE,2
FIS1,5
FITM1,1
FITM2,3
FIZ1,6
FJX1,2
FKBP10,2
FKBP11,4
FKBP14,2
FKBP15,5
FKBP1A,1
FKBP1A-SDCBP2,2
FKBP1B,1
FKBP2,4
FKBP3,4
FKBP4,3
FKBP5,7
FKBP6,1
FKBP7,6
FKBP8,4
FKBP9,2
FKBP9P1,2
FKBPL,1
FKTN,1
FLAD1,4
FLCN,5
FLG-AS1,3
FLI1,4
FLICR,5
FLII,4
FLJ22447,1
FLJ30679,7
FLJ31104,1
FLJ32255,6
FLJ37453,4
FLJ38576,1
FLJ40194,3
FLJ42351,6
FLJ42393,1
FLJ42969,3
FLJ45513,1
FLJ46906,3
FLNA,2
FLNB,3
FLNC,1
FLNC-AS1,1
FLOT1,4
FLOT2,5
FLRT2,2
FLRT3,1
FLT1,2
FLT3LG,3
FLVCR1,4
FLVCR1-DT,3
FLVCR2,2
FLYWCH1,3
FLYWCH2,4
FMC1,6
FMC1-LUC7L2,6
FMN1,3
FMN2,2
FMNL1,1
FMNL2,2
FMNL3,2
FMO2,1
FMO4,1
FMO5,5
FMOD,2
FMR1,3
FN1,3
FN3K,2
FN3KRP,2
FNBP1,4
FNBP1L,5
FNBP4,7
FNDC1,1
FNDC11,2
FNDC3A,8
FNDC3B,6
FNDC4,1
FNIP1,7
FNIP2,1
FNTA,6
FNTB,4
FOCAD,1
FOCAD-AS1,5
FOLH1,1
FOLR3,1
FOPNL,3
FOS,5
FOSB,4
FOSL1,2
FOSL2,4
FOXA1,1
FOXA3,5
FOXB1,1
FOXC1,2
FOXC2-AS1,1
FOXCUT,4
FOXD1,2
FOXD2,5
FOXD3-AS1,2
FOXD4,1
FOXD4L1,1
FOXD4L4,1
FOXD4L5,1
FOXE1,1
FOXF1,1
FOXG1,1
FOXG1-AS1,1
FOXI1,1
FOXJ2,8
FOXJ3,4
FOXK1,6
FOXK2,3
FOXL2,1
FOXL2NB,1
FOXM1,7
FOXN1,1
FOXN2,7
FOXN3,4
FOXN3-AS1,1
FOXO1,2
FOXO3,4
FOXO3B,5
FOXO4,2
FOXO6,1
FOXO6-AS1,3
FOXP1,3
FOXP2,1
FOXP4,1
FOXP4-AS1,3
FOXQ1,1
FOXRED1,3
FOXS1,1
FPGS,5
FPGT-TNNI3K,3
FPR3,1
FRA10AC1,4
FRAS1,1
FRAT1,7
FRAT2,5
FREM1,1
FRG1,5
FRG1BP,1
FRG1CP,3
FRG1DP,1
FRG1EP,1
FRG1FP,2
FRG1HP,7
FRG2,2
FRG2B,2
FRG2DP,1
FRK,2
FRMD1,1
FRMD3,1
FRMD4A,3
FRMD4B,2
FRMD5,2
FRMD6,4
FRMD6-AS1,2
FRMD6-AS2,1
FRMPD2B,1
FRMPD3,1
FRMPD3-AS1,1
FRMPD4,1
FRRS1,1
FRS2,5
FRS3,2
FRY,1
FRY-AS1,1
FRYL,6
FSD1,1
FSD1L,2
FSHB,1
FSIP1,1
FSIP2,1
FST,2
FSTL1,4
FSTL3,5
FSTL5,1
FTCD,1
FTCD-AS1,1
FTCDNL1,3
FTH1,4
FTL,4
FTO,1
FTO-IT1,1
FTSJ1,4
FTSJ3,5
FTX,4
FUBP1,6
FUBP3,5
FUCA1,1
FUCA2,4
FUNDC1,2
FUNDC2,4
FUOM,1
FURIN,2
FUS,6
FUT1,1
FUT10,1
FUT11,6
FUT4,6
FUT8,5
FUT8-AS1,5
FUZ,5
FXN,5
FXR1,7
FXR2,2
FXYD1,1
FXYD3,2
FXYD4,1
FXYD5,4
FXYD6,1
FYB1,2
FYB2,1
FYCO1,5
FYN,2
FYTTD1,5
FZD1,5
FZD10,1
FZD2,2
FZD3,2
FZD4,2
FZD4-DT,2
FZD5,4
FZD6,3
FZD7,4
FZD8,2
FZD9,1
FZR1,3
G2E3,4
G3BP1,5
G3BP2,4
G6PC3,2
G6PD,3
GAA,4
GAB1,5
GAB2,5
GAB3,1
GAB4,1
GABARAP,5
GABARAPL1,5
GABARAPL2,2
GABBR1,3
GABBR2,1
GABPA,7
GABPB1,7
GABPB1-AS1,6
GABPB1-IT1,2
GABPB2,7
GABRA5,1
GABRB1,1
GABRB3,2
GABRE,1
GABRR2,2
GAD1,1
GADD45A,5
GADD45B,3
GADD45G,3
GADD45GIP1,3
GADL1,1
GAGE10,1
GAK,6
GAL,1
GAL3ST4,1
GALC,6
GALE,5
GALK1,1
GALK2,5
GALM,1
GALNS,1
GALNT1,5
GALNT10,3
GALNT11,6
GALNT12,1
GALNT13,1
GALNT15,1
GALNT16,1
GALNT17,1
GALNT18,1
GALNT2,2
GALNT3,3
GALNT5,3
GALNT6,1
GALNT8,1
GALNT9,1
GALNTL5,2
GALNTL6,1
GALT,2
GAN,3
GANAB,8
GANC,3
GAP43,4
GAPDH,7
GAPLINC,1
GAPVD1,2
GAR1,5
GAREM1,1
GAREM2,2
GARNL3,1
GARS-DT,4
GARS1,4
GART,6
GAS1,3
GAS2,1
GAS2L3,2
GAS5,6
GAS6,4
GAS6-AS1,1
GAS6-DT,1
GAS7,1
GAS8,1
GASAL1,5
GASK1B,2
GATA2,2
GATA2-AS1,2
GATA3,2
GATA5,1
GATA6,2
GATA6-AS1,2
GATAD1,6
GATAD2A,5
GATAD2B,5
GATB,2
GATC,4
GATD1,1
GATD3A,4
GATD3B,1
GATM,4
GBA,3
GBA2,4
GBAP1,6
GBAT2,3
GBE1,6
GBF1,4
