SYMBOL,dataset_corr_count
EIF2AK3,1
EIF2AK3-DT,1
EIF2AK4,2
EIF2B2,2
EIF2B3,2
EIF2B4,1
EIF2B5,1
EIF2D,1
EIF2S1,1
EIF2S3,1
EIF3A,1
EIF3B,2
EIF3C,1
EIF3CL,1
EIF3D,1
EIF3E,1
EIF3F,3
EIF3G,1
EIF3H,2
EIF3IP1,1
EIF3K,1
EIF3M,1
EIF4A2,1
EIF4A3,2
EIF4B,1
EIF4E,1
EIF4E2,1
EIF4E3,1
EIF4EBP1,2
EIF4EBP2,1
EIF4EBP3,2
EIF4ENIF1,1
EIF4G1,2
EIF4G2,1
EIF4G3,1
EIF4H,2
EIF5,2
EIF5A,1
EIF5B,1
EIPR1,1
ELAC1,1
ELAC2,2
ELANE,1
ELAVL1,2
ELAVL3,1
ELDR,3
ELF1,1
ELF2,2
ELF3,2
ELF3-AS1,1
ELF4,2
ELF5,1
ELFN1-AS1,1
ELFN2,1
ELK1,2
ELK3,1
ELK4,2
ELL,1
ELL2,2
ELMO1,1
ELMO1-AS1,1
ELMO2,2
ELMOD1,1
ELMOD2,1
ELMOD3,1
ELMSAN1,2
ELN,1
ELOA,1
ELOA-AS1,1
ELOB,2
ELOC,1
ELOVL1,2
ELOVL2-AS1,2
ELOVL3,1
ELOVL4,1
ELOVL5,1
ELOVL6,1
ELOVL7,1
ELP2,1
ELP3,2
ELP4,1
ELP6,1
EMB,7
EMBP1,7
EMC1,1
EMC1-AS1,1
EMC2,1
EMC3,2
EMC3-AS1,1
EMC4,1
EMC6,1
EMC7,1
EMC8,1
EMCN,1
EMD,2
EME1,1
EME2,1
EMG1,1
EMILIN2,2
EML1,1
EML2,2
EML2-AS1,1
EML3,1
EML4,3
EML4-AS1,1
EML5,1
EML6,2
EMP1,2
EMP2,1
EMSY,1
EN1,1
ENAH,2
ENAM,1
ENC1,2
ENDOD1,1
ENDOG,1
ENG,1
ENGASE,1
ENKUR,1
ENO1,2
ENO2,1
ENO3,1
ENOPH1,1
ENOSF1,2
ENOX1,2
ENOX1-AS2,1
ENOX2,2
ENPEP,1
ENPP1,1
ENPP2,1
ENPP3,2
ENPP4,1
ENPP6,1
ENSA,2
ENTHD1,1
ENTPD1,1
ENTPD1-AS1,1
ENTPD2,1
ENTPD3-AS1,2
ENTPD4,2
ENTPD5,1
ENTPD6,2
ENTPD7,1
ENTR1,1
EOGT,1
EOMES,1
EP300,2
EP400,3
EP400P1,1
EPAS1,2
EPB41,2
EPB41L1,1
EPB41L2,2
EPB41L3,1
EPB41L4A,1
EPB41L4A-DT,2
EPB41L4B,2
EPB41L5,2
EPB42,1
EPC1,1
EPC2,1
EPCAM,1
EPCAM-DT,1
EPDR1,1
EPG5,1
EPGN,1
EPHA10,1
EPHA2,3
EPHA3,1
EPHA4,1
EPHA5,1
EPHA5-AS1,1
EPHA6,1
EPHA7,1
EPHB2,2
EPHB3,1
EPHB4,2
EPHB6,2
EPHX1,1
EPHX2,1
EPHX4,1
EPM2A,1
EPM2AIP1,2
EPN1,3
EPN2,1
EPN3,1
EPO,1
EPOP,3
EPOR,2
EPPK1,1
EPRS1,1
EPS15,1
EPS15L1,2
EPS8,2
EPS8L3,2
EPSTI1,1
ERAL1,2
ERAP1,1
ERAP2,2
ERBB2,2
ERBB4,1
ERBIN,1
ERC1,2
ERC2,1
ERCC1,2
ERCC2,2
ERCC4,1
ERCC6,1
ERCC6L2,1
ERCC8,1
EREG,1
ERF,1
ERFE,1
ERG,1
ERG28,1
ERGIC1,2
ERGIC3,2
ERI1,2
ERI2,1
ERI3,2
ERICH1,1
ERICH2,1
ERICH6-AS1,2
ERLIN1,3
ERMARD,1
ERMP1,3
ERN1,2
ERO1A,1
ERO1B,1
ERP29,1
ERP44,1
ERRFI1,2
ERV3-1-ZNF117,1
ERVH48-1,1
ERVK13-1,2
ERVK3-1,2
ERVMER34-1,1
ERVW-1,1
ESCO1,1
ESF1,1
ESM1,2
ESPL1,2
ESR1,1
ESR2,1
ESRP1,1
ESRP2,1
ESRRA,1
ESRRG,2
ESYT1,2
ESYT2,4
ESYT3,1
ETAA1,1
ETF1,4
ETFA,1
ETFBKMT,1
ETFRF1,2
ETHE1,1
ETNK1,2
ETNK2,2
ETNPPL,1
ETS1,1
ETS1-AS1,1
ETV1,2
ETV2,3
ETV3,3
ETV4,1
ETV5,1
ETV6,3
ETV7,1
EVA1A,1
EVA1B,1
EVA1C,2
EVC,1
EVC2,1
EVI2A,2
EVI5,1
EVI5L,2
EVL,2
EVX1-AS,2
EWSAT1,1
EWSR1,1
EXO1,1
EXO5,1
EXOC1,1
EXOC1L,1
EXOC3,1
EXOC3-AS1,2
EXOC3L4,1
EXOC4,2
EXOC5,1
EXOC6,3
EXOC6B,1
EXOC7,1
EXOC8,2
EXOG,1
EXOSC1,1
EXOSC10,1
EXOSC10-AS1,1
EXOSC2,1
EXOSC3,3
EXOSC5,1
EXOSC6,2
EXOSC7,3
EXOSC8,2
EXOSC9,2
EXPH5,1
EXT1,2
EXT2,2
EXTL1,1
EXTL2,1
EXTL3,1
EXTL3-AS1,1
EYA2,1
EYA3,2
EYS,1
EZH1,1
EZH2,2
EZR,1
F11-AS1,1
F11R,2
F12,2
F13B,1
F2,1
F2R,1
F2RL1,1
F2RL2,1
F2RL3,1
F3,2
F5,1
F8,2
F8A1,1
F8A2,1
F9,1
FA2H,1
FAAH2,1
FAAP100,2
FAAP20,3
FAAP24,1
FABP3,1
FABP5,1
FABP5P3,1
FABP6,2
FADD,1
FADS1,1
FADS2,1
FADS3,1
FAF1,2
FAF2,1
FAHD2A,3
FAHD2B,2
FAM102A,2
FAM102B,2
FAM104B,1
FAM107A,2
FAM107B,2
FAM110A,1
FAM110B,1
FAM110C,2
FAM110D,1
FAM111A-DT,2
FAM114A1,1
FAM114A2,2
FAM117A,1
FAM118A,1
FAM118B,1
FAM120A,2
FAM120AOS,2
FAM120B,1
FAM120C,2
FAM122A,2
FAM122B,1
FAM122C,1
FAM124B,1
FAM126A,2
FAM126B,1
FAM131A,3
FAM133B,1
FAM133CP,1
FAM135A,1
FAM135A-AS1,1
FAM136A,1
FAM138A,1
FAM13A,2
FAM13B,1
FAM13C,1
FAM149A,2
FAM149B1,1
FAM151B,2
FAM153CP,1
FAM155A,1
FAM155A-IT1,1
FAM156A,2
FAM156B,2
FAM157A,2
FAM160A1,1
FAM160B1,2
FAM160B2,1
FAM161A,2
FAM161B,1
FAM163A,1
FAM163B,2
FAM166B,1
FAM166C,1
FAM167A,2
FAM168A,1
FAM168B,1
FAM169A,1
FAM169B,1
FAM170A,1
FAM171A1,2
FAM171A2,1
FAM171B,3
FAM172A,2
FAM174A,1
FAM174B,1
FAM174C,1
FAM177B,1
FAM178B,1
FAM180A,1
FAM181B,1
FAM183A,2
FAM184A,1
FAM186A,1
FAM187B,1
FAM189A1,2
FAM189A2,1
FAM189B,3
FAM193A,2
FAM193B,1
FAM198B-AS1,2
FAM199X,1
FAM200A,2
FAM200B,1
FAM201A,1
FAM201B,1
FAM204A,1
FAM20B,1
FAM20C,1
FAM210B,1
FAM214A,1
FAM214B,1
FAM216B,1
FAM217B,1
FAM218A,1
FAM219B,1
FAM21EP,2
FAM220A,1
FAM221A,1
FAM222A,1
FAM222B,1
FAM225A,1
FAM225B,1
FAM229B,1
FAM230A,1
FAM230C,4
FAM230D,3
FAM230F,3
FAM230H,2
FAM230I,3
FAM230J,2
FAM234A,2
FAM239A,3
FAM241A,2
FAM241B,1
FAM242F,2
FAM245A,1
FAM24B-CUZD1,2
FAM25A,1
FAM25BP,1
FAM25C,1
FAM27C,1
FAM32A,3
FAM3A,1
FAM3B,1
FAM3C,2
FAM3D,1
FAM41AY1,1
FAM43A,2
FAM47A,1
FAM47B,1
FAM47E,1
FAM49A,1
FAM49B,2
FAM50B,2
FAM53A,1
FAM53B-AS1,1
FAM66B,1
FAM66C,1
FAM71A,1
FAM71F2,1
FAM72A,1
FAM72B,1
FAM72C,2
FAM72D,2
FAM74A6,1
FAM74A7,1
FAM76A,1
FAM76B,2
FAM78A,1
FAM81A,1
FAM83B,1
FAM83C-AS1,4
FAM83F,1
FAM83G,2
FAM83H,1
FAM83H-AS1,1
FAM85A,1
FAM86B1,1
FAM86B2,2
FAM86B3P,2
FAM86C1,1
FAM86DP,2
FAM86EP,1
FAM86FP,1
FAM86HP,1
FAM87A,1
FAM87B,1
FAM89A,1
FAM8A1,1
FAM90A26,2
FAM91A1,1
FAM92A,1
FAM95C,1
FAM98A,2
FAM98B,1
FAM98C,1
FAM9B,1
FAM9C,1
FAN1,3
FANCB,1
FANCC,2
FANCE,1
FANCF,2
FANCG,2
FANCI,2
FANK1,1
FAP,1
FAR1,1
FAR2,1
FAR2P1,1
FARP1,2
FARP2,1
FARS2,1
FARSA,4
FARSB,2
FAS,1
FASLG,1
FASTK,2
FASTKD1,1
FASTKD2,2
FASTKD3,2
FAT1,1
FAT3,1
FAT4,3
FAXC,2
FAXDC2,2
FBF1,3
FBH1,1
FBL,1
FBLIM1,1
FBLN1,1
FBLN2,1
FBLN5,1
FBLN7,1
FBN1,1
FBN2,1
FBP1,1
FBRS,1
FBRSL1,1
FBXL12,1
FBXL13,1
FBXL14,2
FBXL17,1
FBXL19,1
FBXL2,2
FBXL20,1
FBXL3,4
FBXL4,1
FBXL5,1
FBXL7,2
FBXO10,1
FBXO15,1
FBXO16,1
FBXO17,1
FBXO2,1
FBXO21,1
FBXO22,2
FBXO24,1
FBXO25,1
FBXO28,1
FBXO3,1
FBXO3-DT,1
FBXO30,1
FBXO31,1
FBXO32,3
FBXO33,1
FBXO34,1
FBXO38,2
FBXO4,1
FBXO41,2
FBXO42,1
FBXO46,2
FBXO47,3
FBXO48,1
FBXO5,1
FBXO7,1
FBXO9,2
FBXW11,1
FBXW4,1
FBXW7,1
FBXW8,1
FBXW9,1
FCER1A,1
FCER1G,1
FCF1,1
FCGR1B,1
FCGR1CP,1
FCGR2A,1
FCGR2B,1
FCHO2,1
FCHSD1,1
FCHSD2,2
FCMR,1
FCRL2,1
FCRLA,1
FCRLB,3
FCSK,1
FDFT1,1
FDPS,1
FDX1,2
FDX2,1
FDXR,2
FEM1C,2
FEN1,1
FENDRR,1
FER,2
FER1L4,1
FER1L6,2
FER1L6-AS2,2
FERD3L,1
FERMT1,1
FERMT2,1
FES,2
FEZ1,1
FEZ2,1
FFAR2,1
FFAR4,1
FGD1,2
FGD2,1
FGD4,1
FGD5-AS1,2
FGD6,1
FGF1,1
FGF11,1
FGF12,1
FGF12-AS1,1
FGF12-AS2,1
FGF14,1
FGF14-IT1,2
FGF16,1
FGF18,1
FGF2,2
FGF3,1
FGF5,1
FGF7,1
FGF7P3,2
FGF7P6,1
FGFBP1,1
FGFR1,1
FGFR1OP,2
FGFR1OP2,1
FGFR2,1
FGFR3,1
FGFRL1,1
FGGY,2
FGL1,1
FGL2,1
FGR,1
FH,2
FHAD1,2
FHIT,1
FHL1,2
FHL2,1
FHL3,1
FHOD1,1
FHOD3,1
FIBCD1,1
FIBIN,1
FIBP,1
FICD,1
FIG4,1
FIGN,2
FIGNL1,2
FIGNL2,2
FILIP1L,2
FILNC1,2
FIP1L1,2
FIRRE,2
FITM1,1
FITM2,2
FJX1,1
FKBP11,2
FKBP14,1
FKBP15,1
FKBP1A-SDCBP2,1
FKBP2,2
FKBP3,2
FKBP4,1
FKBP5,2
FKBP6,1
FKBP7,1
FKBP8,2
FKBP9,1
FKBP9P1,1
FKBPL,1
FKTN,3
FLCN,1
FLG-AS1,2
FLICR,1
FLII,1
FLJ22447,1
FLJ31104,1
FLJ32255,1
FLJ37453,1
FLJ38576,1
FLJ40194,3
FLJ42351,2
FLJ42969,2
FLJ45513,1
FLJ46284,1
FLJ46906,2
FLNA,2
FLNB,1
FLNC,1
FLNC-AS1,1
FLOT1,1
FLOT2,1
FLRT2,1
FLRT3,1
FLT1,1
FLVCR1,1
FLVCR1-DT,1
FLYWCH1,1
FLYWCH2,2
FMC1,1
FMC1-LUC7L2,3
FMN1,3
FMN2,1
FMNL2,2
FMNL3,2
FMO4,1
FMO6P,1
FMOD,2
FN1,1
FN3KRP,1
FNBP1,1
FNBP1L,1
FNBP4,1
FNDC3A,2
FNDC3B,2
FNDC4,1
FNDC7,1
FNIP2,3
FNTA,1
FNTB,2
FOCAD,2
FOCAD-AS1,1
FOLH1,1
FOLR1,1
FOLR3,1
FOPNL,1
FOS,1
FOSB,3
FOSL1,2
FOSL2,2
FOXB1,2
FOXB2,1
FOXC1,1
FOXC2-AS1,2
FOXD1,1
FOXD2,1
FOXD3-AS1,1
FOXD4L4,1
FOXD4L5,2
FOXF1,1
FOXG1-AS1,1
FOXJ2,1
FOXJ3,1
FOXK1,2
FOXK2,3
FOXL1,1
FOXL2,2
FOXL2NB,1
FOXN1,1
FOXN2,2
FOXN3,2
FOXN3-AS2,1
FOXO1,1
FOXO3,1
FOXO4,1
FOXO6,1
FOXO6-AS1,1
FOXP1,3
FOXP4-AS1,2
FOXQ1,1
FOXRED1,1
FOXRED2,3
FOXS1,1
FPGS,1
FPGT-TNNI3K,1
FRA10AC1,1
FRAS1,1
FRAT2,1
FREM1,1
FRG1,1
FRG1BP,1
FRG1CP,1
FRG1FP,1
FRG1HP,1
FRG1JP,1
FRG2,4
FRG2B,5
FRK,1
FRMD1,1
FRMD3,2
FRMD4A,3
FRMD4B,1
FRMD5,1
FRMD6,1
FRMD6-AS1,1
FRMD6-AS2,1
FRMD7,1
FRMD8,1
FRMPD2,1
FRMPD3,1
FRMPD4,1
FRRS1,1
FRS2,1
FRS3,1
FRY,1
FRYL,2
FSCB,1
FSCN1,2
FSD1L,2
FSHR,1
FSIP1,1
FST,1
FSTL1,1
FSTL5,2
FTCD,1
FTCDNL1,1
FTH1,1
FTO,2
FTO-IT1,1
FTSJ3,1
FTX,1
FUBP1,2
FUBP3,1
FUCA1,2
FUNDC2,2
FURIN,1
FUS,1
FUT1,1
FUT10,1
FUT11,1
FUT4,1
FUT8,1
FUT9,1
FUZ,3
FXN,1
FXR1,1
FXYD2,1
FXYD3,1
FXYD5,3
FXYD6,1
FYB1,2
FYB2,1
FYCO1,2
FYN,3
FYTTD1,2
FZD1,2
FZD10-AS1,1
FZD2,1
FZD3,1
FZD4,1
FZD4-DT,1
FZD5,1
FZD6,1
FZD7,2
FZD8,3
FZD9,1
FZR1,1
G2E3,2
G3BP1,1
G3BP2,3
G6PD,1
GAA,3
GAB1,1
GAB2,1
GAB3,1
GAB4,1
GABARAP,1
GABARAPL1,2
GABARAPL2,1
GABBR1,1
GABBR2,1
GABPA,1
GABPB1,1
GABPB1-IT1,1
GABPB2,1
GABRB1,1
GABRE,1
GABRG3,1
GABRP,1
GABRR2,1
GACAT1,1
GACAT3,1
GAD1,1
GADD45A,2
GADD45B,2
GADD45G,1
GADL1,1
GAGE10,1
GAK,3
GAL,1
GALC,1
GALE,1
GALK1,1
GALK2,1
GALM,1
GALNS,2
GALNT1,1
GALNT10,1
GALNT11,1
GALNT12,1
GALNT13,1
GALNT14,1
GALNT15,1
GALNT16,1
GALNT17,2
GALNT2,2
GALNT3,1
GALNT5,1
GALNT6,1
GALNTL5,1
GALNTL6,1
GALR1,1
GALT,1
GAMT,1
GAN,1
GANAB,1
GANC,2
GAP43,2
GAPDH,1
GAPLINC,1
GAPVD1,3
GAR1,2
GAREM1,2
GARNL3,1
GARS-DT,3
GARS1,1
GART,3
GAS1,1
GAS2,1
GAS2L1,3
GAS2L1P2,1
GAS2L3,2
GAS5,2
GAS6,2
GAS6-AS1,2
GAS6-DT,1
GAS7,2
GAS8,1
GASAL1,2
GASK1B,1
GATA2,1
GATA3,1
GATA4,1
GATA5,1
GATA6,2
GATA6-AS1,1
GATAD1,1
GATAD2A,2
GATAD2B,2
GATB,3
GATC,2
GATD1,1
GATD3A,2
GATM,1
GBA,1
GBA2,2
GBA3,1
GBAT2,3
GBE1,3
GBF1,1
GBGT1,1
GBP1,1
GBP1P1,1
GBP2,1
GBP3,1
GBX2,1
GC,1
GCA,4
GCC1,2
GCC2,1
GCC2-AS1,1
GCFC2,1
GCG,1
GCH1,1
GCHFR,1
GCKR,1
GCLC,1
GCLM,1
GCM1,1
GCN1,1
GCNT1,3
GCNT2,3
GCOM1,1
GCSAML,1
GCSHP3,1
GDAP1,2
GDAP2,1
GDF10,2
GDF11,2
GDF15,1
GDF6,1
GDF9,2
GDI1,2
GDI2,1
GDNF-AS1,2
GDPD1,1
GDPD2,1
GDPD4,1
GDPD5,1
GEM,1
GEMIN2,1
GEMIN4,1
GEMIN6,2
GEMIN8,1
GEMIN8P4,1
GEN1,1
GET3,1
GET4,1
GFI1,1
GFM1,4
GFOD1,1
GFOD2,3
GFPT1,1
GFPT2,2
GFRA2,1
GGA1,1
GGA2,1
GGA3,1
GGACT,1
GGCT,2
GGH,1
GGNBP2,1
GGPS1,1
GGT2,1
GGT5,1
GGT8P,1
GGTA1P,1
GHDC,1
GHET1,1
GHITM,1
GHR,1
GID4,1
GID8,1
GIGYF1,1
GIGYF2,2
GIHCG,1
GIMAP2,2
GIMAP4,1
GIMAP5,1
GIMAP7,1
GIMD1,1
GINM1,1
GINS1,1
GINS2,1
GINS3,1
GINS4,1
GIP,2
GIPC1,1
GIPC2,1
GIPC3,1
GIT1,2
GIT2,2
GJA1,2
GJA10,1
GJA5,1
GJC1,2
GJD3,1
GJD4,1
GK,2
GK2,2
GK5,2
GKAP1,1
GKN1,1
GKN2,1
GLA,1
GLB1,1
GLB1L,1
GLB1L3,2
GLCCI1,1
GLCCI1-DT,1
GLCE,1
GLDC,2
GLE1,1
GLG1,1
GLI2,2
GLI3,1
GLI4,1
GLIDR,1
GLIPR1L1,1
GLIPR2,2
GLIS1,1
GLIS2,2
GLIS3,3
GLIS3-AS1,1
GLOD4,2
GLOD5,1
GLRA4,1
GLRB,1
GLRX,3
GLRX2,1
GLRX3,1
GLRX5,1
GLS,3
GLS2,1
GLTP,1
GLTPD2,2
GLUD1,1
GLUD1P2,2
GLUD2,2
GLUL,1
GLYATL2,1
GLYCTK,1
GLYR1,1
GM2A,2
GMCL1,2
GMDS,2
GMDS-DT,3
GMEB1,1
GMFG,1
GMIP,2
GML,1
GMNN,1
GMPPA,1
GMPPB,3
GMPR,1
GMPR2,4
GMPS,1
GNA11,1
GNA12,2
GNA13,2
GNA14,1
GNA14-AS1,1
GNA15,1
GNAI1,1
GNAI2,2
GNAI3,1
GNAL,1
GNAQ,2
GNAS,1
GNAT3,1
GNAZ,2
GNB1,3
GNB1L,1
GNB4,1
GNB5,1
GNG10,1
GNG11,2
GNG12,1
GNG12-AS1,1
GNG13,3
GNG2,1
GNG4,2
GNG7,1
GNG8,1
GNGT2,1
GNL1,1
GNL2,1
GNL3,1
GNL3L,2
GNLY,1
GNPAT,1
GNPDA1,2
GNPDA2,2
GNPNAT1,2
GNRH2,1
GNRHR,1
GNRHR2,1
GNS,2
GOLGA1,1
GOLGA2,1
GOLGA2P10,3
GOLGA4,5
GOLGA5,1
GOLGA6L4,1
GOLGA7,1
GOLGA8A,1
GOLGA8B,1
GOLGA8K,1
GOLGA8R,1
GOLGB1,2
GOLIM4,2
GOLM1,2
GOLPH3,1
GOLPH3L,2
GOLT1A,1
GON4L,2
GON7,2
GOPC,1
GORAB,1
GORASP1,3
GORASP2,3
GOSR1,1
GOT1,1
GOT2,3
GP9,3
GPA33,1
GPAM,2
GPANK1,1
GPAT3,3
GPATCH1,1
GPATCH11,1
GPATCH2,1
GPATCH2L,1
GPATCH4,3
GPATCH8,1
GPBP1,1
GPBP1L1,1
GPC1,1
GPC3,1
GPC4,1
GPC6,1
GPCPD1,2
GPD1L,1
GPD2,2
GPHN,1
GPI,2
GPIHBP1,1
GPKOW,1
GPLD1,1
GPM6A,1
GPN1,1
GPN2,3
GPNMB,1
GPR107,2
GPR108,1
GPR135,1
GPR137,2
GPR137B,2
GPR137C,1
GPR146,2
GPR150,1
GPR155,1
GPR156,1
GPR157,1
GPR158,1
GPR160,1
GPR161,1
GPR162,1
GPR173,1
GPR174,1
GPR176,2
GPR19,1
GPR20,1
GPR27,2
GPR3,2
GPR37,2
GPR39,1
GPR4,1
GPR61,1
GPR62,1
GPR63,1
GPR68,1
GPR75-ASB3,4
GPR84,1
GPR89A,1
GPR89B,1
GPRACR,3
GPRC5A,2
GPRC5B,1
GPRC5C,2
GPRC5D-AS1,1
GPRIN2,1
GPRIN3,2
GPS2,1
GPSM1,3
GPSM2,2
GPSM3,2
GPT,1
GPT2,2
GPX1,1
GPX3,1
GPX4,1
GPX7,1
GPX8,1
GRAMD1A,1
GRAMD1B,2
GRAMD1C,1
GRAMD2B,2
GRAMD4,1
GRAP,1
GRAPL,2
GRASP,2
GRB10,1
GRB14,1
GRB2,1
GRB7,1
GREB1,2
GREB1L,1
GREM1,1
GREM2,2
GRHL1,1
GRHL2,1
GRHL3,2
GRIA1,1
GRIA3,2
GRID1,1
GRIFIN,1
GRIK2,1
GRIK4,1
GRIN2A,1
GRIN2B,1
GRIN2D,1
GRINA,1
GRIP1,1
GRIP2,1
GRIPAP1,1
GRK1,1
GRK3,2
GRK4,2
GRK5,1
GRK6,1
GRK7,2
GRM5-AS1,1
GRM7,1
GRM7-AS1,1
GRM7-AS3,1
GRM8,1
GRN,2
GRPEL1,2
GRPEL2,3
GRWD1,2
GS1-124K5.11,2
GS1-24F4.2,1
GS1-279B7.1,1
GSAP,1
GSC,1
GSDMC,1
GSDME,2
GSE1,2
GSEC,3
GSG1,2
GSK3A,1
GSK3B,2
GSKIP,1
GSN,1
GSPT2,2
GSR,2
GSTA2,1
GSTK1,2
GSTM1,3
GSTM2,2
GSTM3,2
GSTM4,2
GSTO1,1
GSTO2,1
GSTP1,1
GSTT2,1
GSTT2B,1
GSTZ1,1
GSX2,1
GTDC1,1
GTF2A2,1
GTF2B,1
GTF2E2,1
GTF2F2,2
GTF2H1,1
GTF2H2,3
GTF2H2C_2,1
GTF2H3,1
GTF2H5,2
GTF2I,1
GTF2IP1,2
GTF2IP12,2
GTF2IP23,1
GTF2IP7,1
GTF2IRD1,2
GTF2IRD1P1,2
GTF2IRD2,1
GTF2IRD2B,2
GTF3A,2
GTF3C1,3
GTF3C2,1
GTF3C3,2
GTF3C5,1
GTF3C6,1
GTPBP1,2
GTPBP3,1
GTPBP4,2
GTPBP6,1
GTPBP8,1
GTSCR1,1
GTSF1,1
GTSF1L,1
GUCA2A,1
GUCD1,1
GUCY1A1,1
GUCY1A2,1
GUCY1B1,1
GUCY2D,1
GUCY2F,1
GUCY2GP,1
GUK1,1
GULP1,1
GUSB,1
GUSBP1,1
GUSBP11,1
GUSBP14,1
GUSBP16,1
GUSBP2,1
GUSBP4,1
GUSBP5,1
GUSBP9,1
GVINP1,1
GVQW2,1
GVQW3,1
GXYLT1,1
GYG1,2
GYG2,1
GYG2P1,8
GYPC,1
GYS1,1
GYS2,1
H1-0,1
H1-1,1
H1-10,1
H1-2,2
H1-3,1
H1-4,1
H1-5,2
H1FX-AS1,1
H2AC11,1
H2AC19,3
H2AC21,1
H2AC4,1
H2AC7,2
H2AC8,1
H2AJ,1
H2AW,1
H2AZ1,1
H2AZ1-DT,1
H2AZ2,2
H2BC11,2
H2BC12,2
H2BC13,1
H2BC17,2
H2BC21,1
H2BC4,1
H2BC5,2
H2BC6,1
H2BP2,1
H2BS1,1
H3-2,1
H3C14,2
H3C6,1
H3C7,2
H3P4,2
H3P6,1
H4C1,3
H4C11,1
H4C13,1
H4C15,1
H4C2,1
H4C3,2
H4C4,2
H4C5,1
H4C6,2
H4C8,1
H4C9,1
H6PD,1
HAAO,2
HABP2,2
HABP4,1
HACD1,1
HACD2,2
HACD3,1
HACE1,1
HACL1,2
HAGH,3
HAGHL,1
HAND2-AS1,1
HAO1,1
HAPLN1,1
HAPLN2,1
HARBI1,3
HARS1,1
HARS2,2
HAS2,1
HAS2-AS1,1
HAS3,1
HASPIN,1
HAT1,1
HAUS2,1
HAUS4,1
HAUS5,1
HAUS6,2
HAUS7,1
HAUS8,1
HBEGF,2
HBP1,2
HBS1L,1
HCAR2,1
HCCS,1
HCFC1R1,1
HCFC2,1
HCG11,1
HCG14,1
HCG15,1
HCG18,1
HCG20,2
HCG23,1
HCG25,2
HCG27,2
HCG4B,1
HCG9,1
HCLS1,1
HCN1,1
HCP5,2
HCRTR1,1
HDAC1,3
HDAC10,2
HDAC11,1
HDAC2,1
HDAC2-AS2,1
HDAC4,2
HDAC4-AS1,1
HDAC5,2
HDAC6,1
HDAC7,1
HDAC8,2
HDAC9,2
HDDC2,1
HDDC3,1
HDGF,2
HDGFL1,1
HDGFL2,1
HDGFL3,1
HDHD2,2
HDHD3,1
HDHD5,2
HDHD5-AS1,1
HDLBP,3
HDX,1
HEATR1,3
HEATR3,2
HEATR5A,1
HEATR5B,1
HEBP1,1
HEBP2,1
HECA,1
HECTD1,1
HECTD2,1
HECTD4,1
HECW2,3
HEG1,2
HELB,2
HELLS,1
HELQ,1
HELT,1
HELZ,1
HELZ2,1
HEMK1,1
HENMT1,3
HEPACAM,1
HERC1,1
HERC2,3
HERC2P11,1
HERC2P3,1
HERC2P9,1
HERC3,1
HERC5,1
HERPUD1,1
HERPUD2,1
HES1,3
HES2,1
HES5,1
HES6,1
HEXA,1
HEXB,1
HEXD,1
HEXIM1,1
HEY1,2
HEYL,1
HFE,2
HFM1,2
HGC6.3,1
HGD,1
HGH1,1
HGSNAT,2
HHAT,1
HHEX,2
HHIP-AS1,1
HHIPL1,1
HHIPL2,2
HHLA1,1
HHLA2,1
HIBADH,1
HIBCH,1
HIC2,2
HID1-AS1,1
HIF1A-AS3,1
HIF1AN,2
HIF3A,1
HIGD1A,1
HIGD2B,1
HIKESHI,1
HILPDA,1
HINFP,2
HINT3,2
HIP1,2
HIP1R,1
HIPK1,2
HIPK1-AS1,2
HIPK2,2
HIPK3,2
HIRA,2
HIVEP1,1
HIVEP2,2
HIVEP3,1
HJURP,1
HJV,3
HK1,2
HK2,3
HLA-A,3
HLA-B,1
HLA-C,2
HLA-DMA,1
HLA-DPB2,1
HLA-DQA1,1
HLA-E,1
HLA-F,1
HLA-H,1
HLA-J,1
HLA-L,1
HLA-V,2
HLCS,2
HLF,1
HLTF-AS1,1
HLX,1
HLX-AS1,1
HM13,2
HM13-AS1,1
HMBOX1,1
HMBS,1
HMCES,3
HMCN1,2
HMG20A,1
HMG20B,1
HMGA1,1
HMGA2,1
HMGA2-AS1,1
HMGB1,2
HMGB2,1
HMGB3,1
HMGCL,1
HMGCR,1
HMGCS1,1
HMGCS2,1
HMGN1,1
HMGN2,1
HMGN2P46,1
HMGN4,2
HMGN5,1
HMGXB3,2
HMGXB4,2
HMHB1,1
HMOX2,1
HNF4G,1
HNMT,2
HNRNPA0,2
HNRNPA1,2
HNRNPA1L2,1
HNRNPA1P33,1
HNRNPA3,2
HNRNPA3P1,1
HNRNPAB,1
HNRNPC,1
HNRNPD,3
HNRNPDL,1
HNRNPF,2
HNRNPH1,2
HNRNPH3,2
HNRNPL,2
HNRNPLL,1
HNRNPM,1
HNRNPU,3
HNRNPUL1,1
HNRNPUL2-BSCL2,1
HOGA1,2
HOMER1,2
HOMER2,1
HOMER3,2
HOMEZ,1
HOOK2,2
HOPX,2
HOTAIRM1,2
HOXA-AS3,1
HOXA1,1
HOXA11-AS,2
HOXA2,1
HOXA3,1
HOXA4,1
HOXA9,1
HOXB-AS1,2
HOXB13,1
HOXB3,1
HOXB4,1
HOXB6,1
HOXB7,1
HOXC-AS3,1
HOXC10,1
HOXC12,1
HOXC4,1
HOXC5,1
HOXC9,1
HOXD-AS2,2
HOXD4,1
HOXD8,1
HP1BP3,2
HPCAL1,2
HPCAL4,1
