SYMBOL,dataset_corr_count
CASR,1
CASS4,1
CAST,2
CASTOR1,2
CASTOR2,2
CASTOR3,2
CASZ1,3
CAT,1
CATIP-AS1,3
CATIP-AS2,1
CATSPER2P1,1
CATSPERB,1
CATSPERD,1
CATSPERE,1
CATSPERG,1
CAV1,1
CAV2,2
CAVIN1,3
CAVIN2,1
CAVIN3,1
CAVIN4,1
CBARP,1
CBFA2T2,2
CBFA2T3,1
CBFB,2
CBL,1
CBLB,3
CBLC,1
CBLL2,1
CBLN3,1
CBR1,3
CBR3-AS1,4
CBR4,2
CBSL,2
CBWD1,2
CBWD2,2
CBWD3,1
CBWD5,2
CBWD6,3
CBX1,2
CBX2,1
CBX4,1
CBX5,1
CBX6,1
CBX7,2
CBX8,1
CBY1,1
CC2D2A,1
CCBE1,1
CCDC102A,1
CCDC102B,1
CCDC103,2
CCDC106,1
CCDC112,2
CCDC114,2
CCDC115,2
CCDC117,2
CCDC12,2
CCDC120,1
CCDC125,2
CCDC126,1
CCDC127,2
CCDC13,2
CCDC130,2
CCDC134,2
CCDC136,1
CCDC137,1
CCDC138,1
CCDC14,1
CCDC141,1
CCDC142,1
CCDC144A,1
CCDC144B,1
CCDC144NL,1
CCDC144NL-AS1,1
CCDC146,1
CCDC148,1
CCDC148-AS1,1
CCDC149,1
CCDC15,3
CCDC151,2
CCDC158,1
CCDC159,1
CCDC162P,1
CCDC163,2
CCDC167,1
CCDC169,1
CCDC169-SOHLH2,1
CCDC170,2
CCDC171,2
CCDC174,1
CCDC178,1
CCDC179,1
CCDC18,1
CCDC18-AS1,2
CCDC183,1
CCDC183-AS1,2
CCDC185,1
CCDC190,1
CCDC191,3
CCDC192,1
CCDC196,1
CCDC200,1
CCDC22,1
CCDC24,2
CCDC25,1
CCDC26,1
CCDC27,1
CCDC28B,1
CCDC33,1
CCDC34,1
CCDC36,1
CCDC37-DT,2
CCDC38,1
CCDC40,3
CCDC42,1
CCDC43,1
CCDC50,2
CCDC51,2
CCDC57,2
CCDC58,1
CCDC59,2
CCDC6,2
CCDC61,1
CCDC66,3
CCDC68,1
CCDC69,1
CCDC71L,1
CCDC74A,1
CCDC77,1
CCDC8,1
CCDC80,1
CCDC81,1
CCDC84,2
CCDC85B,3
CCDC85C,1
CCDC86,1
CCDC87,1
CCDC88A,1
CCDC88C,1
CCDC9,2
CCDC90B,1
CCDC91,1
CCDC92,1
CCDC93,1
CCDC96,2
CCDC97,1
CCDC9B,1
CCHCR1,2
CCIN,2
CCL1,1
CCL13,1
CCL14,1
CCL16,1
CCL2,1
CCL20,1
CCL21,1
CCL26,1
CCL28,1
CCL8,1
CCM2,1
CCN1,2
CCN2,1
CCN3,1
CCN4,1
CCN6,1
CCNA1,1
CCNA2,2
CCNB2,1
CCNC,3
CCND1,2
CCND2-AS1,1
CCND3,1
CCNDBP1,5
CCNE2,1
CCNF,2
CCNH,2
CCNI,2
CCNJL,1
CCNK,2
CCNL1,3
CCNL2,3
CCNO,2
CCNQ,2
CCNY,2
CCNYL1,2
CCNYL2,1
CCNYL3,6
CCP110,2
CCR1,1
CCR3,2
CCR5AS,2
CCR7,2
CCRL2,1
CCSAP,1
CCSER1,1
CCSER2,2
CCT4,1
CCT6A,2
CCT6B,1
CCT6P1,2
CCT8,2
CCT8L2,7
CCZ1,2
CCZ1B,2
CD101,1
CD109,1
CD151,1
CD160,1
CD163,1
CD163L1,1
CD164,1
CD180,3
CD1C,1
CD200,2
CD200R1L-AS1,2
CD22,1
CD226,1
CD24,1
CD247,1
CD248,1
CD27,1
CD274,1
CD276,1
CD28,2
CD2AP,2
CD2BP2,1
CD320,1
CD34,1
CD36,2
CD38,1
CD44,2
CD46,1
CD47,2
CD48,1
CD55,2
CD58,2
CD59,1
CD63,2
CD70,1
CD72,1
CD74,2
CD82,1
CD83,2
CD84,1
CD8B2,2
CD9,2
CD93,1
CD99,1
CD99L2,1
CD99P1,1
CDA,1
CDADC1,2
CDAN1,1
CDC14A,2
CDC14B,2
CDC16,1
CDC20B,1
CDC23,2
CDC25A,1
CDC25B,1
CDC25C,1
CDC26,1
CDC27,1
CDC34,1
CDC37L1-DT,1
CDC42,1
CDC42BPA,2
CDC42BPB,2
CDC42EP1,2
CDC42EP2,1
CDC42EP3,2
CDC42EP4,2
CDC42EP5,1
CDC42SE2,1
CDC5L,1
CDC6,2
CDC7,2
CDC73,1
CDCA2,1
CDCA4,1
CDCA7,1
CDCA8,1
CDCP1,2
CDCP2,1
CDH1,1
CDH11,1
CDH12,1
CDH13,1
CDH17,1
CDH18,1
CDH2,2
CDH20,1
CDH23,1
CDH24,1
CDH26,1
CDH5,2
CDH6,1
CDH8,1
CDHR2,1
CDHR3,1
CDIP1,1
CDIPT,1
CDK1,1
CDK11A,1
CDK11B,1
CDK13,1
CDK14,1
CDK15,1
CDK17,2
CDK18,2
CDK19,2
CDK2,1
CDK20,1
CDK2AP1,1
CDK2AP2,4
CDK3,1
CDK4,1
CDK5R1,2
CDK5RAP1,1
CDK5RAP2,2
CDK5RAP3,1
CDK6,1
CDK6-AS1,1
CDK7,2
CDK8,1
CDKAL1,2
CDKL1,1
CDKL3,1
CDKL5,1
CDKN1A,1
CDKN1B,1
CDKN2A,2
CDKN2A-DT,1
CDKN2AIP,1
CDKN2AIPNL,1
CDKN2B,3
CDKN2B-AS1,1
CDKN2C,2
CDKN2D,1
CDKN3,2
CDNF,1
CDO1,1
CDON,2
CDPF1,1
CDR2,1
CDR2L,2
CDRT4,1
CDS2,1
CDT1,2
CDV3,3
CDYL,3
CDYL2,2
CEACAM1,2
CEACAM16,1
CEACAM21,1
CEACAM8,1
CEBPA,1
CEBPA-DT,1
CEBPB-AS1,1
CEBPD,1
CEBPE,2
CEBPG,1
CEBPZ,1
CEBPZOS,1
CECR2,1
CECR7,1
CELA2A,1
CELA3B,1
CELF1,1
CELF2,2
CELF2-DT,1
CELF6,1
CEMIP,1
CEMIP2,1
CENPA,1
CENPB,2
CENPBD1,1
CENPBD1P1,2
CENPC,2
CENPE,2
CENPF,2
CENPI,2
CENPJ,3
CENPK,1
CENPM,2
CENPO,1
CENPP,1
CENPS-CORT,1
CENPT,1
CENPU,1
CENPV,2
CENPW,1
CENPX,2
CEP104,2
CEP112,2
CEP120,1
CEP126,2
CEP128,1
CEP131,1
CEP135,1
CEP152,1
CEP162,1
CEP164,1
CEP170,2
CEP170P1,1
CEP19,1
CEP192,2
CEP250,1
CEP350,2
CEP41,1
CEP55,2
CEP63,1
CEP68,3
CEP70,1
CEP72,1
CEP76,2
CEP78,2
CEP83,2
CEP83-DT,1
CEP85,1
CEP85L,1
CEP89,1
CEP97,1
CEPT1,1
CERCAM,1
CERNA1,2
CERNA3,1
CERS2,2
CERS4,2
CERS5,1
CERS6,2
CERT1,1
CES2,1
CES4A,3
CETN2,1
CETN4P,2
CFAP126,2
CFAP157,3
CFAP161,1
CFAP20,2
CFAP206,2
CFAP221,1
CFAP298,1
CFAP299,1
CFAP300,1
CFAP36,3
CFAP410,1
CFAP45,3
CFAP54,1
CFAP57,2
CFAP69,1
CFAP70,1
CFAP97,1
CFB,1
CFDP1,2
CFH,1
CFI,1
CFL1,1
CFL2,1
CFLAR,2
CFLAR-AS1,2
CFTR,1
CGGBP1,1
CGN,1
CGNL1,1
CGRRF1,2
CH17-340M24.3,2
CH25H,1
CHAC1,3
CHAF1A,1
CHAF1B,1
CHAMP1,2
CHCHD1,1
CHCHD3,2
CHCHD5,1
CHCHD6,1
CHCHD7,1
CHD1,1
CHD1L,1
CHD2,3
CHD3,1
CHD4,3
CHD6,2
CHD7,2
CHD8,2
CHD9,3
CHEK1,1
CHEK2,1
CHEK2P2,1
CHERP,1
CHFR,5
CHGA,1
CHGB,2
CHI3L2,1
CHIC2,4
CHKA,1
CHKB,1
CHM,1
CHMP1B,1
CHMP2B,2
CHMP3,2
CHMP4B,1
CHMP5,1
CHMP6,1
CHMP7,2
CHN1,2
CHN2,2
CHN2-AS1,1
CHORDC1,1
CHP1,1
CHPF,2
CHPF2,2
CHPT1,1
CHRDL2,1
CHRFAM7A,1
CHRM1,1
CHRM2,1
CHRM3,1
CHRM3-AS1,1
CHRNA5,2
CHRNA6,1
CHRNA7,1
CHRNA9,1
CHRNB1,2
CHROMR,1
CHST11,1
CHST12,1
CHST13,1
CHST14,1
CHST15,3
CHST2,1
CHST3,1
CHST5,1
CHST7,1
CHST8,1
CHSY1,1
CHSY3,2
CHTOP,1
CHUK,2
CHURC1-FNTB,1
CIAO1,3
CIAO2A,2
CIAO2B,2
CIAO3,1
CIAPIN1,1
CIART,4
CIB1,1
CIC,1
CIDEA,2
CIDEC,1
CIDECP1,1
CIITA,1
CINP,1
CIP2A,2
CIPC,1
CIR1,1
CIRBP,1
CISD1,1
CISD2,1
CISD3,1
CISH,2
CISTR,1
CIT,1
CITED2,1
CITED4,1
CKAP2,3
CKAP4,1
CKAP5,1
CKB,1
CKLF-CMTM1,1
CKMT1A,1
CKMT2-AS1,1
CKS2,1
CLASP1,1
CLASP2,2
CLASRP,1
CLCA1,1
CLCN3,4
CLCN4,1
CLCN5,1
CLCN6,1
CLCN7,2
CLCNKA,1
CLDN10,1
CLDN10-AS1,1
CLDN11,1
CLDN12,1
CLDN14,1
CLDN16,2
CLDN17,1
CLDN2,1
CLDN20,1
CLDN23,1
CLDN25,1
CLDN3,1
CLDN4,1
CLDN7,1
CLDN8,1
CLDN9,1
CLDND1,1
CLDND2,1
CLEC11A,1
CLEC12B,1
CLEC14A,2
CLEC16A,1
CLEC18A,2
CLEC18C,2
CLEC2B,1
CLEC2L,1
CLEC3B,2
CLEC4GP1,2
CLEC9A,1
CLGN,1
CLHC1,1
CLIC1,2
CLIC3,1
CLIC4,2
CLIC5,1
CLIC6,1
CLINT1,1
CLIP1,1
CLIP2,1
CLIP4,1
CLK1,2
CLK3,1
CLK4,2
CLMN,1
CLMP,2
CLN3,1
CLN6,2
CLN8,1
CLNK,1
CLOCK,1
CLP1,1
CLPB,1
CLPTM1L,1
CLPX,2
CLSPN,3
CLSTN1,1
CLSTN2,1
CLTA,1
CLTB,1
CLTC,1
CLTCL1,2
CLU,1
CLUAP1,2
CLVS1,1
CLVS2,1
CLYBL,1
CMAHP,2
CMAS,1
CMBL,2
CMC1,1
CMC4,2
CMIP,2
CMKLR1,1
CMPK1,2
CMPK2,2
CMSS1,3
CMTM1,1
CMTM3,1
CMTM4,2
CMTM6,2
CMTM7,2
CMTR1,2
CMTR2,1
CMYA5,1
CNBD2,2
CNBP,3
CNDP1,1
CNDP2,1
CNGA3,2
CNGA4,1
CNGB3,1
CNIH1,1
CNIH3,2
CNKSR3,1
CNMD,1
CNN1,1
CNN2,1
CNNM2,1
CNNM3,2
CNNM3-DT,1
CNNM4,2
CNOT1,1
CNOT10,2
CNOT11,2
CNOT2,1
CNOT3,1
CNOT4,1
CNOT6,2
CNOT6L,1
CNOT7,2
CNOT9,3
CNP,1
CNPY2,1
CNPY3,2
CNR1,1
CNRIP1,1
CNST,1
CNTD1,1
CNTF,1
CNTLN,3
CNTN3,1
CNTN4,1
CNTN5,1
CNTNAP2,1
CNTNAP3,1
CNTNAP3B,1
CNTNAP3P2,1
CNTRL,3
CNTROB,1
COA1,2
COA4,1
COA6,2
COA7,1
COA8,1
COASY,1
COBL,1
COBLL1,1
COCH,1
COG2,1
COG3,2
COG5,1
COG6,1
COG7,2
COIL,2
COL10A1,1
COL11A1,1
COL11A2,2
COL12A1,1
COL13A1,1
COL14A1,2
COL15A1,1
COL16A1,1
COL18A1,1
COL18A1-AS1,1
COL19A1,1
COL1A1,2
COL1A2,1
COL1A2-AS1,1
COL21A1,1
COL23A1,1
COL24A1,1
COL25A1,1
COL26A1,1
COL27A1,1
COL28A1,1
COL3A1,2
COL4A1,1
COL4A2,1
COL4A3,2
COL4A4,1
COL4A5,1
COL4A6,1
COL5A1,2
COL5A2,2
COL6A1,1
COL6A2,2
COL6A3,3
COL7A1,1
COL8A1,2
COLEC10,1
COLEC12,1
COLGALT1,1
COLGALT2,1
COLQ,1
COMMD10,1
COMMD2,1
COMMD3,1
COMMD4P1,2
COMMD5,2
COMMD7,2
COMMD8,1
COMT,1
COMTD1,2
COP1,1
COPA,3
COPB1,1
COPE,1
COPG1,2
COPRS,1
COPS2,1
COPS4,1
COPS6,2
COPS7A,1
COPS7B,2
COPS8,1
COPS9,2
COPZ1,1
COQ10A,1
COQ10B,1
COQ2,2
COQ3,1
COQ4,2
COQ5,1
COQ6,1
COQ7,2
COQ8A,1
COQ8B,1
CORO1A,1
CORO1B,1
CORO1C,3
CORO2A,1
CORO2B,2
CORO6,1
CORO7-PAM16,3
CORT,1
COTL1,3
COX11,1
COX16,1
COX17,1
COX18,2
COX19,1
COX20,2
COX4I1,1
COX4I2,1
COX5B,1
COX6A1,1
COX6A2,1
COX6B1,2
COX6C,1
COX7A1,1
COX7A2,1
COX7A2L,1
COX7B,2
COX7B2,2
COX7C,2
CP,1
CPA4,1
CPA5,1
CPAMD8,1
CPB2-AS1,1
CPD,1
CPE,1
CPEB2,2
CPEB2-DT,1
CPEB3,2
CPEB4,1
CPED1,1
CPLANE1,1
CPLANE2,1
CPM,1
CPN1,1
CPNE1,2
CPNE2,2
CPNE3,1
CPNE4,1
CPNE5,1
CPNE7,1
CPNE8,2
CPNE9,2
CPO,1
CPOX,1
CPPED1,1
CPQ,1
CPS1,1
CPSF1,1
CPSF2,1
CPSF3,1
CPSF6,4
CPT1A,2
CPT2,1
CPVL,1
CPXM2,1
CPZ,1
CR1,1
CR1L,1
CR2,1
CRABP1,1
CRACD,1
CRACR2A,2
CRACR2B,1
CRADD,3
CRAMP1,2
CRAT,1
CRAT37,2
CRB2,1
CRBN,1
CREB1,1
CREB3L1,3
CREB3L2,2
CREB3L2-AS1,1
CREB3L4,1
CREB5,1
CREBBP,2
CREBL2,1
CREBRF,2
CREBZF,1
CREG1,1
CREG2,1
CRELD1,2
CRELD2,1
CREM,1
CRH,1
CRIM1,2
CRIP2,3
CRIPT,1
CRISPLD1,1
CRISPLD2,2
CRK,1
CRKL,1
CRLF3,2
CRLS1,3
CRNDE,1
CROCC,2
CROCC2,1
CROCCP2,2
CROCCP3,1
CROT,1
CRPPA,1
CRPPA-AS1,1
CRTAP,2
CRTC1,1
CRTC3,2
CRTC3-AS1,1
CRY1,2
CRY2,1
CRYAA,1
CRYAA2,1
CRYAB,1
CRYBA1,1
CRYBB1,2
CRYBG1,1
CRYBG3,1
CRYGS,1
CRYM,1
CRYM-AS1,1
CRYZ,1
CRYZL1,2
CRYZL2P-SEC16B,1
CS,1
CSAD,3
CSDE1,2
CSF1,2
CSF1R,1
CSF2,1
CSGALNACT1,2
CSGALNACT2,1
CSMD2,1
CSNK1A1,1
CSNK1A1L,1
CSNK1A1P1,1
CSNK1D,2
CSNK1E,1
CSNK1G1,1
CSNK1G2,1
CSNK1G3,1
CSNK2A2,1
CSNK2A3,1
CSPG4,2
CSRNP1,2
CSRNP2,2
CSRP1,1
CSRP2,2
CSRP3,1
CST1,1
CST2,1
CST3,1
CST4,1
CST6,1
CSTB,1
CSTF1,1
CSTF2,1
CSTF2T,2
CSTF3,2
CT55,1
CT69,1
CT83,1
CTAG1A,1
CTAG1B,1
CTAGE1,2
CTAGE10P,2
CTAGE11P,1
CTAGE6,1
CTAGE9,1
CTB-178M22.2,1
CTBP1,3
CTBP2,1
CTBS,2
CTC-338M12.4,2
CTC1,1
CTCF,1
CTD-2194D22.4,1
CTD-2297D10.2,1
CTD-2350J17.1,1
CTD-3080P12.3,1
CTDNEP1,1
CTDSP1,1
CTDSPL,2
CTDSPL2,1
CTF1,1
CTH,2
CTHRC1,1
CTIF,1
CTLA4,1
CTNNA1,2
CTNNA2,1
CTNNA3,1
CTNNAL1,1
CTNNB1,3
CTNNBIP1,3
CTNNBL1,1
CTNND2,1
CTNS,1
CTPS1,3
CTPS2,1
CTR9,1
CTRL,1
CTSB,2
CTSC,1
CTSD,2
CTSH,1
CTSL,1
CTSO,2
CTSS,1
CTSZ,3
CTTNBP2,1
CTTNBP2NL,1
CTU1,1
CTXN2,1
CTXND1,1
CUBN,2
CUEDC1,3
CUEDC2,1
CUL1,1
CUL2,2
CUL3,1
CUL4A,1
CUL4B,1
CUL5,2
CUL7,1
CUL9,1
CUTA,2
CUTALP,1
CUTC,1
CUX1,2
CUX2,1
CWC15,1
CWC22,1
CWC25,1
CWC27,2
CWF19L1,1
CWH43,5
CX3CL1,2
CX3CR1,1
CXADR,1
CXCL1,2
CXCL12,1
CXCL13,1
CXCL2,1
CXCL3,3
CXCL6,1
CXCL8,2
CXCL9,1
CXCR4,1
CXCR5,1
CXorf38,3
CXorf40A,1
CXorf56,2
CXorf58,2
CXXC4-AS1,1
CXXC5,2
CYB561,2
CYB561D1,1
CYB561D2,1
CYB5A,1
CYB5B,2
CYB5D1,1
CYB5D2,2
CYB5R2,1
CYB5R3,1
CYB5R4,3
CYBA,2
CYBC1,2
CYBRD1,1
CYCS,2
CYFIP1,2
CYFIP2,2
CYGB,1
CYHR1,1
CYMP,1
CYP19A1,1
CYP1A1,1
CYP1B1,2
CYP1B1-AS1,2
CYP20A1,1
CYP26B1,1
CYP26C1,1
CYP27A1,3
CYP27C1,1
CYP2A6,1
CYP2B7P,1
CYP2R1,1
CYP2U1,1
CYP39A1,1
CYP46A1,3
CYP4B1,1
CYP4F11,2
CYP4V2,2
CYP4X1,1
CYP4Z1,1
CYP4Z2P,1
CYP51A1,1
CYP51A1-AS1,1
CYP7A1,1
CYP8B1,2
CYREN,2
CYS1,1
CYSLTR2,1
CYSRT1,2
CYSTM1,1
CYTH1,3
CYTH2,1
CYTH3,2
CYTH4,1
CYTIP,1
CYTOR,1
DAAM1,1
DAAM2,1
DAB1,1
DAB2,1
DAB2IP,2
DACH1,1
DACT1,1
DAD1,2
DAG1,1
DAGLA,1
DAGLB,1
DANCR,1
DAND5,1
DANT1,1
DAOA,1
DAP,2
DAP3,1
DAPK1,1
DAPK1-IT1,2
DAPK2,1
DAPK3,2
DARS1,1
DAW1,1
DAXX,1
DAZAP1,2
DAZAP2,1
DBF4,1
DBF4B,2
DBI,2
DBN1,2
DBNDD1,1
DBNDD2,1
DBNL,4
DBP,1
DBR1,3
DBT,1
DCAF13,2
DCAF13P3,1
DCAF15,1
DCAF16,3
DCAF17,1
DCAF4,1
DCAF4L2,1
DCAF5,1
DCAF6,1
DCAF7,2
DCAF8,1
DCAF8L2,1
DCAKD,2
DCBLD1,1
DCBLD2,2
DCHS1,1
DCHS2,1
DCK,1
DCLK1,2
DCLK2,2
DCLK3,1
DCLRE1B,1
DCLRE1C,2
DCN,2
DCP1A,2
DCP1B,2
DCP2,1
DCPS,2
DCST1,1
DCTD,1
DCTN1,1
DCTN2,1
DCTN6,1
DCTPP1,1
DCUN1D1,1
DCUN1D2,1
DCUN1D3,1
DCUN1D4,4
DCUN1D5,2
DDAH1,2
DDAH2,1
DDB2,1
DDHD1,1
DDHD2,3
DDI2,3
DDIAS,1
DDIT4,2
DDIT4L,1
DDO,1
DDOST,4
DDR1,1
DDR2,2
DDRGK1,1
DDT,4
DDX1,1
DDX10,1
DDX11,1
DDX11-AS1,1
DDX11L1,3
DDX11L16,3
DDX11L9,1
DDX12P,1
DDX17,1
DDX18,2
DDX19A,1
DDX20,1
DDX21,1
DDX23,1
DDX24,1
DDX25,1
DDX27,2
DDX28,1
DDX31,1
DDX39A,1
DDX41,3
DDX43,2
DDX46,2
DDX47,2
DDX5,1
DDX50,1
DDX51,1
DDX52,1
DDX58,1
DDX59,1
DDX59-AS1,2
DDX60,2
DDX60L,2
DEAF1,1
DEC1,1
DECR2,1
DEDD,1
DEDD2,3
DEF6,1
DEFB115,2
DEGS1,2
DEGS2,1
DEK,1
DELE1,1
DENND10,1
DENND11,1
DENND1A,2
DENND1B,2
DENND1C,1
DENND2A,1
DENND2B,1
DENND2C,2
DENND2D,1
DENND3,1
DENND4A,2
DENND4B,1
DENND4C,1
DENND5A,1
DENND5B,2
DENND5B-AS1,1
DENND6A,2
DENND6A-DT,1
DENND6B,1
DENR,3
DEPDC1,1
DEPDC1B,1
DEPDC4,1
DEPDC5,1
DEPDC7,1
DEPP1,1
DEPTOR,1
DERA,2
DERL1,2
DERL2,1
DERPC,1
DESI1,1
DESI2,1
DEXI,2
DFFB,2
DGAT1,1
DGAT2,1
DGCR5,1
DGCR6L,1
DGCR8,1
DGKA,1
DGKB,1
DGKD,1
DGKG,1
DGKH,1
DGKI,1
DGKQ,4
DGKZ,2
DGLUCY,1
DGUOK,1
DHCR24,1
DHCR7,2
DHDDS,2
DHDH,1
DHFR2,1
DHFRP3,1
DHODH,1
DHRS11,1
DHRS12,1
DHRS3,3
DHRS4,1
DHRS4L1,3
DHRS7B,1
DHRS9,1
DHRSX,2
DHX15,3
DHX16,1
DHX29,2
DHX30,1
DHX32,1
DHX33,1
DHX33-DT,1
DHX34,1
DHX35,1
DHX36,2
DHX37,2
DHX40,1
DHX57,1
DHX58,1
DHX9,1
DIABLO,1
DIAPH1,1
DIAPH2,2
DIAPH2-AS1,1
DIAPH3,2
DIAPH3-AS2,1
DICER1,2
DIDO1,1
DIO2,2
DIP2A,1
DIP2B,2
DIP2C,1
DIPK1A,2
DIPK1B,1
DIPK2A,3
DIRAS3,1
DIRC1,1
DIRC3,1
DIRC3-AS1,1
DIS3L2,1
DISC1,2
DISC1-IT1,1
DISC2,1
DISP1,1
DISP2,1
DIXDC1,2
DKC1,2
DKFZP586I1420,1
DKK1,2
DKK2,1
DKK3,2
DKKL1,3
DLC1,2
DLD,1
DLEC1,2
DLEU1,2
DLEU1-AS1,1
DLEU2,1
DLEU7-AS1,1
DLG1-AS1,2
DLG2,1
DLG4,1
DLG5,2
DLGAP1,2
DLGAP1-AS1,1
DLGAP1-AS2,1
DLGAP1-AS3,1
DLGAP4,2
DLGAP4-AS1,2
DLGAP5,1
DLL1,1
DLST,1
DLX1,2
DLX2,2
DLX2-DT,1
DLX3,1
DLX4,1
DLX6,1
DMAC2,2
DMAC2L,1
DMAP1,2
DMD,1
DMGDH,1
DMKN,1
DMPK,1
DMRT2,1
DMRTA1,3
DMRTB1,2
DMRTC1,2
DMTN,2
DMWD,1
DMXL1,2
DMXL2,1
DNA2,1
DNAAF1,1
DNAAF2,2
DNAAF5,1
DNAH12,1
DNAH14,1
DNAH2,1
DNAH3,1
DNAH5,2
DNAH6,2
DNAH7,1
DNAH8,1
DNAI1,1
DNAJA1,1
DNAJA2,3
DNAJA3,1
DNAJA4,1
DNAJB11,1
DNAJB12,2
DNAJB2,1
DNAJB4,2
DNAJB5,1
DNAJB6,1
DNAJB8-AS1,1
DNAJB9,3
DNAJC1,1
DNAJC10,3
DNAJC12,1
DNAJC13,2
DNAJC15,2
DNAJC16,1
DNAJC17,2
DNAJC2,1
DNAJC21,2
DNAJC24,1
DNAJC27,2
DNAJC27-AS1,1
DNAJC28,1
DNAJC3-DT,1
DNAJC5,1
DNAJC6,2
DNAJC7,1
DNAJC8,1
DNAJC9-AS1,2
DNAL1,2
DNAL4,1
DNASE1,2
DNASE1L1,1
DNASE1L3,1
DNASE2B,1
DNER,1
DNLZ,1
DNM1L,1
DNM1P35,1
DNM1P41,2
DNM2,1
DNM3,2
DNM3OS,1
DNMBP,2
DNMT1,3
DNMT3A,3
DNMT3B,2
DNPEP,1
DNTTIP1,1
DNTTIP2,2
DOCK1,1
DOCK10,2
DOCK11,2
DOCK2,2
DOCK4,1
DOCK4-AS1,1
DOCK5,1
DOCK6,1
DOCK9,1
DOCK9-DT,1
DOHH,1
DOK1,2
DOK4,1
DOK5,1
DOK7,1
DOLK,1
DONSON,1
DOP1A,4
DOP1B,2
DOT1L,2
DPAGT1,1
DPCD,2
DPEP1,1
DPEP2,3
DPF2,1
DPF3,2
DPH1,1
DPH3,1
DPH5,1
DPH6,2
DPH6-DT,2
DPH7,3
DPM2,1
DPM3,1
DPP10,1
DPP3,1
DPP4,1
DPP6,1
DPP7,1
DPP8,1
DPP9,2
DPPA2P3,1
DPRX,1
DPT,1
DPY19L1,2
DPY19L2,1
DPY19L2P1,1
DPY19L2P2,1
DPY19L2P3,1
DPY19L2P4,1
DPY19L3,1
DPY30,2
DPYD,1
DPYD-AS1,1
DPYD-AS2,2
DPYSL2,2
DPYSL3,1
DPYSL4,1
DRAIC,1
DRAM1,1
DRAP1,1
DRC1,1
DRC3,1
DRD1,1
DRD3,1
DRD5,1
DRG1,2
DRG2,2
DRGX,1
DROSHA,1
DRP2,1
DSC1,1
DSC2,1
DSCAM-AS1,1
DSCAM-IT1,1
DSCAS,1
DSCC1,2
DSCR4,1
DSE,2
DSEL,1
DSG2,1
DSG4,1
DSN1,1
DSP,1
DSPP,1
DST,2
DST-AS1,1
DSTYK,2
DTD1,3
DTD2,2
DTL,1
DTNA,1
DTNB,3
DTNBP1,1
DTWD1,1
DTWD2,1
DTX1,1
DTX2,1
DTX2P1-UPK3BP1-PMS2P11,3
DTX3L,1
DTYMK,1
DUBR,1
DUOX1,1
DUPD1,1
DUS1L,1
DUS2,1
DUS3L,1
DUSP1,2
DUSP10,1
DUSP14,2
DUSP16,2
DUSP18,3
DUSP19,1
DUSP2,1
DUSP22,2
DUSP23,2
DUSP26,1
DUSP3,1
DUSP4,2
DUSP5,1
DUSP6,1
DUSP7,1
DUSP8,1
DUT,1
DUX4,4
DUXAP8,1
DUXAP9,2
DVL1,1
DVL2,2
DVL3,1
DXO,1
DYM,2
DYNAP,1
DYNC1H1,2
DYNC1I1,1
DYNC1I2,2
DYNC1LI1,2
DYNC2H1,2
DYNC2LI1,1
DYNLL1,1
DYNLRB1,1
DYNLRB2,1
DYNLT1,1
DYNLT3,1
DYRK1A,1
DYRK1B,2
DYRK2,1
DYRK3,4
DYRK4,1
DYSF,2
DZANK1,1
DZIP1,1
DZIP1L,2
DZIP3,2
E2F1,2
E2F2,1
E2F3,1
E2F4,1
E2F7,2
E2F8,1
E4F1,1
EAF1,1
EAF2,1
EAPP,1
EBF1,2
EBF2,1
EBF4,1
EBLN2,1
EBLN3P,2
EBNA1BP2,1
EBP,1
EBPL,3
ECD,1
ECE1,3
ECEL1,1
ECHDC1,1
ECHDC2,3
ECHDC3,3
ECHS1,1
ECI1,1
ECPAS,1
ECRG4,1
ECT2,1
ECT2L,1
EDA2R,1
EDC3,1
EDC4,2
EDDM13,1
EDEM1,1
EDEM2,1
EDEM3,1
EDF1,2
EDIL3,2
EDN1,1
EDN2,1
EDNRA,3
EDNRB,1
EDRF1,1
EDRF1-DT,1
EEA1,1
EED,2
EEF1A1,2
EEF1AKMT1,1
EEF1AKNMT,2
EEF1D,2
EEF1DP3,1
EEF1E1-BLOC1S5,1
EEF1G,1
EEF2K,1
EEF2KMT,1
EEFSEC,1
EEPD1,1
EFCAB1,2
EFCAB11,1
EFCAB13,1
EFCAB14,1
EFCAB2,1
EFCAB5,1
EFCAB6,1
EFCAB7,1
EFCC1,1
EFEMP1,1
EFEMP2,1
EFHB,2
EFHC1,4
EFHD1,1
EFHD2,2
EFL1P1,1
EFNA1,1
EFNA3,1
EFNA4,1
EFNA5,2
EFNB1,2
EFNB2,1
EFR3A,1
EFR3B,1
EFS,2
EGF,1
EGFEM1P,1
EGFL6,1
EGFL7,1
EGFLAM,1
EGFR,3
EGLN1,2
EGLN2,1
EGOT,1
EGR1,3
EGR2,2
EGR3,3
EGR4,2
EHBP1,3
EHBP1L1,1
EHD1,2
EHD2,1
EHD3,1
EHD4,2
EHD4-AS1,1
EHF,1
EHMT1,1
EHMT2,1
EI24,1
EID1,1
EID2,2
EIF1,1
EIF1AD,1
EIF1AX,1
EIF1AY,1
EIF1B,1
EIF2AK1,1
EIF2AK2,3
